FIPS,c,s,m15,mdf,mx14,mxdf,m
19147,Palo Alto County,Iowa,4000,0,8000,0,5500
19149,Plymouth County,Iowa,4000,1000,8000,0,5500
19151,Pocahontas County,Iowa,4000,0,8000,0,5500
19153,Polk County,Iowa,4000,0,8000,0,5500
19155,Pottawattamie County,Iowa,4000,0,8000,0,5500
19157,Poweshiek County,Iowa,4000,0,8000,0,5500
19159,Ringgold County,Iowa,4000,0,8000,0,5500
19161,Sac County,Iowa,4000,0,8000,0,5500
19163,Scott County,Iowa,4000,0,8000,0,5500
19165,Shelby County,Iowa,4000,0,8000,0,5500
19167,Sioux County,Iowa,4000,1000,8000,0,5500
19169,Story County,Iowa,4000,0,8000,0,5500
19171,Tama County,Iowa,4000,0,8000,0,5500
19173,Taylor County,Iowa,4000,0,8000,0,5500
19175,Union County,Iowa,4000,0,8000,0,5500
19177,Van Buren County,Iowa,4000,0,8000,0,5500
19179,Wapello County,Iowa,4000,0,8000,0,5500
19181,Warren County,Iowa,4000,0,8000,0,5500
19183,Washington County,Iowa,4000,0,8000,0,5500
19185,Wayne County,Iowa,4000,0,8000,0,5500
19187,Webster County,Iowa,4000,0,8000,0,5500
19189,Winnebago County,Iowa,4000,0,8000,0,5500
19191,Winneshiek County,Iowa,4000,0,8000,0,5500
19193,Woodbury County,Iowa,4000,1000,8000,0,5500
19195,Worth County,Iowa,4000,0,8000,0,5500
19197,Wright County,Iowa,4000,0,8000,0,5500
17001,Adams County,Ill.,3000,0,12700,0,8000
17003,Alexander County,Ill.,3000,0,12700,0,8000
17005,Bond County,Ill.,3000,0,12700,0,8500
17007,Boone County,Ill.,3000,0,12700,0,8000
17009,Brown County,Ill.,3000,0,12700,0,8000
17011,Bureau County,Ill.,3000,0,12700,0,9000
17013,Calhoun County,Ill.,3000,0,12700,0,8500
17015,Carroll County,Ill.,3000,0,12700,0,8000
17017,Cass County,Ill.,3000,0,12700,0,8000
17019,Champaign County,Ill.,3000,0,12700,0,8000
17021,Christian County,Ill.,3000,0,12700,0,8000
17023,Clark County,Ill.,3000,0,12700,0,8000
17025,Clay County,Ill.,3000,0,12700,0,8000
17027,Clinton County,Ill.,3000,0,12700,0,8500
17029,Coles County,Ill.,3000,0,12700,0,8000
17031,Cook County,Ill.,3000,0,12700,0,7000
17033,Crawford County,Ill.,3000,0,12700,0,8000
17035,Cumberland County,Ill.,3000,0,12700,0,8000
17037,DeKalb County,Ill.,3000,0,12700,0,8000
17039,De Witt County,Ill.,3000,0,12700,0,8500
17041,Douglas County,Ill.,3000,0,12700,0,8000
17043,DuPage County,Ill.,3000,0,12700,0,7500
17045,Edgar County,Ill.,3000,0,12700,0,8000
17047,Edwards County,Ill.,3000,0,12700,0,8000
17049,Effingham County,Ill.,3000,0,12700,0,8000
17051,Fayette County,Ill.,3000,0,12700,0,8000
17053,Ford County,Ill.,3000,0,12700,0,8000
17055,Franklin County,Ill.,3000,0,12700,0,8000
17057,Fulton County,Ill.,3000,0,12700,0,8000
17059,Gallatin County,Ill.,3000,0,12700,0,8000
17061,Greene County,Ill.,3000,0,12700,0,8500
17063,Grundy County,Ill.,3000,0,12700,0,8500
17065,Hamilton County,Ill.,3000,0,12700,0,8000
17067,Hancock County,Ill.,3000,0,12700,0,9000
17069,Hardin County,Ill.,3000,0,12700,0,8000
17071,Henderson County,Ill.,3000,0,12700,0,9000
17073,Henry County,Ill.,3000,0,12700,0,8000
17075,Iroquois County,Ill.,3000,0,12700,0,8000
17077,Jackson County,Ill.,3000,0,12700,0,8000
17079,Jasper County,Ill.,3000,0,12700,0,8000
17081,Jefferson County,Ill.,3000,0,12700,0,8000
17083,Jersey County,Ill.,3000,0,12700,0,8500
17085,Jo Daviess County,Ill.,3000,0,12700,0,8000
17087,Johnson County,Ill.,3000,0,12700,0,8000
17089,Kane County,Ill.,3000,0,12700,0,7500
17091,Kankakee County,Ill.,3000,0,12700,0,8500
17093,Kendall County,Ill.,3000,0,12700,0,8500
17095,Knox County,Ill.,3000,0,12700,0,8000
17097,Lake County,Ill.,3000,0,12700,0,8000
17099,LaSalle County,Ill.,3000,0,12700,0,8500
17101,Lawrence County,Ill.,3000,0,12700,0,8000
17103,Lee County,Ill.,3000,0,12700,0,8000
17105,Livingston County,Ill.,3000,0,12700,0,8500
17107,Logan County,Ill.,3000,0,12700,0,8000
17115,Macon County,Ill.,3000,0,12700,0,7500
17117,Macoupin County,Ill.,3000,0,12700,0,8500
17119,Madison County,Ill.,3000,0,12700,0,7500
17121,Marion County,Ill.,3000,0,12700,0,8000
17123,Marshall County,Ill.,3000,0,12700,0,8000
17125,Mason County,Ill.,3000,0,12700,0,7500
17127,Massac County,Ill.,3000,0,12700,0,8000
17109,McDonough County,Ill.,3000,0,12700,0,8000
17111,McHenry County,Ill.,3000,0,12700,0,8500
17113,McLean County,Ill.,3000,0,12700,0,8500
17129,Menard County,Ill.,3000,0,12700,0,8000
17131,Mercer County,Ill.,3000,0,12700,0,8000
17133,Monroe County,Ill.,3000,0,12700,0,7500
17135,Montgomery County,Ill.,3000,0,12700,0,8500
17137,Morgan County,Ill.,3000,0,12700,0,8000
17139,Moultrie County,Ill.,3000,0,12700,0,8000
17141,Ogle County,Ill.,3000,0,12700,0,8500
17143,Peoria County,Ill.,3000,0,12700,0,8000
17145,Perry County,Ill.,3000,0,12700,0,8000
17147,Piatt County,Ill.,3000,0,12700,0,8000
17149,Pike County,Ill.,3000,0,12700,0,8000
17151,Pope County,Ill.,3000,0,12700,0,8000
17153,Pulaski County,Ill.,3000,0,12700,0,8000
17155,Putnam County,Ill.,3000,0,12700,0,8000
17157,Randolph County,Ill.,3000,0,12700,0,8500
17159,Richland County,Ill.,3000,0,12700,0,8000
17161,Rock Island County,Ill.,3000,0,12700,0,8000
17163,St. Clair County,Ill.,3000,0,12700,0,7500
17165,Saline County,Ill.,3000,0,12700,0,8000
17167,Sangamon County,Ill.,3000,0,12700,0,8000
17169,Schuyler County,Ill.,3000,0,12700,0,8000
17171,Scott County,Ill.,3000,0,12700,0,8000
17173,Shelby County,Ill.,3000,0,12700,0,7500
17175,Stark County,Ill.,3000,0,12700,0,8000
17177,Stephenson County,Ill.,3000,0,12700,0,8000
17179,Tazewell County,Ill.,3000,0,12700,0,8000
17181,Union County,Ill.,3000,0,12700,0,8000
17183,Vermilion County,Ill.,3000,0,12700,0,8000
17185,Wabash County,Ill.,3000,0,12700,0,8000
17187,Warren County,Ill.,3000,0,12700,0,9000
17189,Washington County,Ill.,3000,0,12700,0,8500
17191,Wayne County,Ill.,3000,0,12700,0,8000
17193,White County,Ill.,3000,0,12700,0,8000
17195,Whiteside County,Ill.,3000,0,12700,0,8000
17197,Will County,Ill.,3000,0,12700,0,8500
17199,Williamson County,Ill.,3000,0,12700,0,8000
17201,Winnebago County,Ill.,3000,0,12700,0,8000
17203,Woodford County,Ill.,3000,0,12700,0,8000
18001,Adams County,Ind.,4000,1000,10000,3000,6000
18003,Allen County,Ind.,4000,1000,10000,3000,6000
18005,Bartholomew County,Ind.,4000,0,10000,3000,5000
18007,Benton County,Ind.,4000,0,10000,3000,5000
18009,Blackford County,Ind.,4000,0,10000,3000,5200
18011,Boone County,Ind.,4000,0,10000,3000,6000
18013,Brown County,Ind.,4000,0,10000,3000,5000
18015,Carroll County,Ind.,4000,0,10000,3000,5000
18017,Cass County,Ind.,4000,0,10000,3000,5000
18019,Clark County,Ind.,4000,0,10000,3000,6000
18021,Clay County,Ind.,4000,0,10000,3000,5200
18023,Clinton County,Ind.,4000,0,10000,3000,5000
18025,Crawford County,Ind.,4000,0,10000,3000,5200
18027,Daviess County,Ind.,4000,0,10000,3000,6000
18033,DeKalb County,Ind.,4000,1000,10000,3000,6000
18029,Dearborn County,Ind.,4000,0,10000,3000,5200
18031,Decatur County,Ind.,4000,0,10000,3000,5000
18035,Delaware County,Ind.,4000,0,10000,3000,5200
18037,Dubois County,Ind.,4000,0,10000,3000,5200
18039,Elkhart County,Ind.,4000,1000,10000,3000,6000
18041,Fayette County,Ind.,4000,0,10000,3000,5200
18043,Floyd County,Ind.,4000,0,10000,3000,5200
18045,Fountain County,Ind.,4000,0,10000,3000,5200
18047,Franklin County,Ind.,4000,0,10000,3000,6000
18049,Fulton County,Ind.,4000,0,10000,3000,5000
18051,Gibson County,Ind.,4000,0,10000,3000,5200
18053,Grant County,Ind.,4000,0,10000,3000,5000
18055,Greene County,Ind.,4000,0,10000,3000,5000
18057,Hamilton County,Ind.,4000,0,10000,3000,6000
18059,Hancock County,Ind.,4000,0,10000,3000,6000
18061,Harrison County,Ind.,4000,0,10000,3000,6000
18063,Hendricks County,Ind.,4000,0,10000,3000,6000
18065,Henry County,Ind.,4000,0,10000,3000,6000
18067,Howard County,Ind.,4000,0,10000,3000,6000
18069,Huntington County,Ind.,4000,1000,10000,3000,6000
18071,Jackson County,Ind.,4000,0,10000,3000,5000
18073,Jasper County,Ind.,4000,0,10000,3000,5200
18075,Jay County,Ind.,4000,0,10000,3000,5000
18077,Jefferson County,Ind.,4000,0,10000,3000,5200
18079,Jennings County,Ind.,4000,0,10000,3000,5000
18081,Johnson County,Ind.,4000,0,10000,3000,6000
18083,Knox County,Ind.,4000,0,10000,3000,6000
18085,Kosciusko County,Ind.,4000,1000,10000,3000,6000
18091,LaPorte County,Ind.,4000,0,10000,3000,5200
18087,LaGrange County,Ind.,4000,0,10000,3000,5000
18089,Lake County,Ind.,4000,0,10000,3000,6000
18093,Lawrence County,Ind.,4000,0,10000,3000,5000
18095,Madison County,Ind.,4000,0,10000,3000,6000
18097,Marion County,Ind.,4000,0,10000,3000,6000
18099,Marshall County,Ind.,4000,1000,10000,3000,6000
18101,Martin County,Ind.,4000,0,10000,3000,5200
18103,Miami County,Ind.,4000,0,10000,3000,6000
18105,Monroe County,Ind.,4000,0,10000,3000,5200
18107,Montgomery County,Ind.,4000,0,10000,3000,5200
18109,Morgan County,Ind.,4000,0,10000,3000,5200
18111,Newton County,Ind.,4000,0,10000,3000,5200
18113,Noble County,Ind.,4000,0,10000,3000,5000
18115,Ohio County,Ind.,4000,0,10000,3000,5200
18117,Orange County,Ind.,4000,0,10000,3000,5000
18119,Owen County,Ind.,4000,0,10000,3000,5000
18121,Parke County,Ind.,4000,0,10000,3000,5200
18123,Perry County,Ind.,4000,0,10000,3000,5200
18125,Pike County,Ind.,4000,0,10000,3000,5200
18127,Porter County,Ind.,4000,0,10000,3000,6000
18129,Posey County,Ind.,4000,0,10000,3000,5200
18131,Pulaski County,Ind.,4000,0,10000,3000,6000
18133,Putnam County,Ind.,4000,0,10000,3000,5200
18135,Randolph County,Ind.,4000,0,10000,3000,5200
18137,Ripley County,Ind.,4000,0,10000,3000,5200
18139,Rush County,Ind.,4000,0,10000,3000,5200
18143,Scott County,Ind.,4000,0,10000,3000,5200
18145,Shelby County,Ind.,4000,0,10000,3000,6000
18147,Spencer County,Ind.,4000,0,10000,3000,5200
18141,St. Joseph County,Ind.,4000,1000,10000,3000,6000
18149,Starke County,Ind.,4000,0,10000,3000,5200
18151,Steuben County,Ind.,4000,0,10000,3000,6000
18153,Sullivan County,Ind.,4000,0,10000,3000,5200
18155,Switzerland County,Ind.,4000,0,10000,3000,5200
18157,Tippecanoe County,Ind.,4000,0,10000,3000,5200
18159,Tipton County,Ind.,4000,0,10000,3000,5200
18161,Union County,Ind.,4000,0,10000,3000,5200
18163,Vanderburgh County,Ind.,4000,0,10000,3000,5200
18165,Vermillion County,Ind.,4000,0,10000,3000,5200
18167,Vigo County,Ind.,4000,0,10000,3000,5200
18169,Wabash County,Ind.,4000,0,10000,3000,5000
18171,Warren County,Ind.,4000,0,10000,3000,5200
18173,Warrick County,Ind.,4000,0,10000,3000,5200
18175,Washington County,Ind.,4000,0,10000,3000,5200
18177,Wayne County,Ind.,4000,0,10000,3000,5200
18179,Wells County,Ind.,4000,1000,10000,3000,6000
18181,White County,Ind.,4000,0,10000,3000,5200
18183,Whitley County,Ind.,4000,1000,10000,3000,6000
20001,Allen County,Kan.,5000,5000,7500,0,5500
20003,Anderson County,Kan.,5000,5000,7500,0,5500
20005,Atchison County,Kan.,5000,5000,7500,0,5500
20007,Barber County,Kan.,5000,5000,7500,0,5500
20009,Barton County,Kan.,5000,5000,7500,0,5500
20011,Bourbon County,Kan.,5000,5000,7500,0,5500
20013,Brown County,Kan.,5000,5000,7500,0,5500
20015,Butler County,Kan.,5000,5000,7500,0,5500
20017,Chase County,Kan.,5000,5000,7500,0,5500
20019,Chautauqua County,Kan.,5000,5000,7500,0,5500
20021,Cherokee County,Kan.,5000,5000,7500,0,5500
20023,Cheyenne County,Kan.,5000,5000,7500,0,5500
20025,Clark County,Kan.,5000,5000,7500,0,5500
20027,Clay County,Kan.,5000,5000,7500,0,5500
20029,Cloud County,Kan.,5000,5000,7500,0,5500
20031,Coffey County,Kan.,5000,5000,7500,0,5500
20033,Comanche County,Kan.,5000,5000,7500,0,5500
20035,Cowley County,Kan.,5000,5000,7500,0,5500
20037,Crawford County,Kan.,5000,5000,7500,0,5500
20039,Decatur County,Kan.,5000,5000,7500,0,5500
20041,Dickinson County,Kan.,5000,5000,7500,0,5500
20043,Doniphan County,Kan.,5000,5000,7500,0,5500
20045,Douglas County,Kan.,5000,5000,7500,0,5500
20047,Edwards County,Kan.,5000,5000,7500,0,5500
20049,Elk County,Kan.,5000,5000,7500,0,5500
20051,Ellis County,Kan.,5000,5000,7500,0,5500
20053,Ellsworth County,Kan.,5000,5000,7500,0,5500
20055,Finney County,Kan.,5000,5000,7500,0,5500
20057,Ford County,Kan.,5000,5000,7500,0,5500
20059,Franklin County,Kan.,5000,5000,7500,0,5500
20061,Geary County,Kan.,5000,5000,7500,0,5500
20063,Gove County,Kan.,5000,5000,7500,0,5500
20065,Graham County,Kan.,5000,5000,7500,0,5500
20067,Grant County,Kan.,5000,5000,7500,0,5500
20069,Gray County,Kan.,5000,5000,7500,0,5500
20071,Greeley County,Kan.,5000,5000,7500,0,5500
20073,Greenwood County,Kan.,5000,5000,7500,0,5500
20075,Hamilton County,Kan.,5000,5000,7500,0,5500
20077,Harper County,Kan.,5000,5000,7500,0,5500
20079,Harvey County,Kan.,5000,5000,7500,0,5500
20081,Haskell County,Kan.,5000,5000,7500,0,5500
20083,Hodgeman County,Kan.,5000,5000,7500,0,5500
20085,Jackson County,Kan.,5000,5000,7500,0,5500
20087,Jefferson County,Kan.,5000,5000,7500,0,5500
20089,Jewell County,Kan.,5000,5000,7500,0,5500
20091,Johnson County,Kan.,3600,-400,10000,0,5500
20093,Kearny County,Kan.,5000,5000,7500,0,5500
20095,Kingman County,Kan.,5000,5000,7500,0,5500
20097,Kiowa County,Kan.,5000,5000,7500,0,5500
20099,Labette County,Kan.,5000,5000,7500,0,5500
20101,Lane County,Kan.,5000,5000,7500,0,5500
20103,Leavenworth County,Kan.,5000,5000,7500,0,5500
20105,Lincoln County,Kan.,5000,5000,7500,0,5500
20107,Linn County,Kan.,5000,5000,7500,0,5500
20109,Logan County,Kan.,5000,5000,7500,0,5500
20111,Lyon County,Kan.,5000,5000,7500,0,5500
20115,Marion County,Kan.,5000,5000,7500,0,5500
20117,Marshall County,Kan.,5000,5000,7500,0,5500
20113,McPherson County,Kan.,5000,5000,7500,0,5500
20119,Meade County,Kan.,5000,5000,7500,0,5500
20121,Miami County,Kan.,5000,5000,7500,0,5500
20123,Mitchell County,Kan.,5000,5000,7500,0,5500
20125,Montgomery County,Kan.,5000,5000,7500,0,5500
20127,Morris County,Kan.,5000,5000,7500,0,5500
20129,Morton County,Kan.,5000,5000,7500,0,5500
20131,Nemaha County,Kan.,5000,5000,7500,0,5500
20133,Neosho County,Kan.,5000,5000,7500,0,5500
20135,Ness County,Kan.,5000,5000,7500,0,5500
20137,Norton County,Kan.,5000,5000,7500,0,5500
20139,Osage County,Kan.,5000,5000,7500,0,5500
20141,Osborne County,Kan.,5000,5000,7500,0,5500
20143,Ottawa County,Kan.,5000,5000,7500,0,5500
20145,Pawnee County,Kan.,5000,5000,7500,0,5500
20147,Phillips County,Kan.,5000,5000,7500,0,5500
20149,Pottawatomie County,Kan.,5000,5000,7500,0,5500
20151,Pratt County,Kan.,5000,5000,7500,0,5500
20153,Rawlins County,Kan.,5000,5000,7500,0,5500
20155,Reno County,Kan.,5000,5000,7500,0,5500
20157,Republic County,Kan.,5000,5000,7500,0,5500
20159,Rice County,Kan.,5000,5000,7500,0,5500
20161,Riley County,Kan.,5000,5000,7500,0,5500
20163,Rooks County,Kan.,5000,5000,7500,0,5500
20165,Rush County,Kan.,5000,5000,7500,0,5500
20167,Russell County,Kan.,5000,5000,7500,0,5500
20169,Saline County,Kan.,5000,5000,7500,0,5500
20171,Scott County,Kan.,5000,5000,7500,0,5500
20173,Sedgwick County,Kan.,5000,5000,7500,0,5500
20175,Seward County,Kan.,5000,5000,7500,0,5500
20177,Shawnee County,Kan.,5000,5000,7500,0,5500
20179,Sheridan County,Kan.,5000,5000,7500,0,5500
20181,Sherman County,Kan.,5000,5000,7500,0,5500
20183,Smith County,Kan.,5000,5000,7500,0,5500
20185,Stafford County,Kan.,5000,5000,7500,0,5500
20187,Stanton County,Kan.,5000,5000,7500,0,5500
20189,Stevens County,Kan.,5000,5000,7500,0,5500
20191,Sumner County,Kan.,5000,5000,7500,0,5500
20193,Thomas County,Kan.,5000,5000,7500,0,5500
20195,Trego County,Kan.,5000,5000,7500,0,5500
20197,Wabaunsee County,Kan.,5000,5000,7500,0,5500
20199,Wallace County,Kan.,5000,5000,7500,0,5500
20201,Washington County,Kan.,5000,5000,7500,0,5500
20203,Wichita County,Kan.,5000,5000,7500,0,5500
20205,Wilson County,Kan.,5000,5000,7500,0,5500
20207,Woodson County,Kan.,5000,5000,7500,0,5500
20209,Wyandotte County,Kan.,3600,-400,10000,0,5500
22001,Acadia Parish,La.,0,0,10000,2500,4500
22003,Allen Parish,La.,0,0,10000,2500,4500
22005,Ascension Parish,La.,0,0,9000,0,5600
22007,Assumption Parish,La.,0,0,10000,1000,5600
22009,Avoyelles Parish,La.,0,0,10000,2500,4500
22011,Beauregard Parish,La.,0,0,10000,2500,4500
22013,Bienville Parish,La.,0,0,10000,2500,4500
22015,Bossier Parish,La.,0,0,10000,1000,5800
22017,Caddo Parish,La.,0,0,10000,1000,5800
22019,Calcasieu Parish,La.,0,0,10000,2500,4500
22021,Caldwell Parish,La.,0,0,10000,2500,4500
22023,Cameron Parish,La.,0,0,10000,2500,4500
22025,Catahoula Parish,La.,0,0,10000,2500,4500
22027,Claiborne Parish,La.,0,0,10000,1000,5600
22029,Concordia Parish,La.,0,0,10000,2500,4500
22031,De Soto Parish,La.,0,0,10000,1000,5600
22033,East Baton Rouge Parish,La.,0,0,9000,0,5600
22035,East Carroll Parish,La.,0,0,10000,2500,4500
22037,East Feliciana Parish,La.,0,0,9000,0,4500
22039,Evangeline Parish,La.,0,0,10000,2500,4500
22041,Franklin Parish,La.,0,0,10000,2500,4500
22043,Grant Parish,La.,0,0,10000,2500,4500
22045,Iberia Parish,La.,0,0,10000,2500,4500
22047,Iberville Parish,La.,0,0,9000,0,4500
22049,Jackson Parish,La.,0,0,10000,2500,4500
22051,Jefferson Parish,La.,0,0,10000,800,6000
22053,Jefferson Davis Parish,La.,0,0,10000,2500,4500
22059,La Salle Parish,La.,0,0,10000,2500,4500
22055,Lafayette Parish,La.,0,0,10000,2500,4500
22057,Lafourche Parish,La.,0,0,10000,1000,5600
22061,Lincoln Parish,La.,0,0,10000,2500,4500
22063,Livingston Parish,La.,0,0,9000,0,4500
22065,Madison Parish,La.,0,0,10000,2500,4500
22067,Morehouse Parish,La.,0,0,10000,2500,4500
22069,Natchitoches Parish,La.,0,0,10000,2500,4500
22071,Orleans Parish,La.,0,0,10000,1000,5800
22073,Ouachita Parish,La.,0,0,10000,2500,4500
22075,Plaquemines Parish,La.,0,0,10000,1000,5600
22077,Pointe Coupee Parish,La.,0,0,9000,0,4500
22079,Rapides Parish,La.,0,0,10000,2500,4500
22081,Red River Parish,La.,0,0,10000,1000,5600
22083,Richland Parish,La.,0,0,10000,2500,4500
22085,Sabine Parish,La.,0,0,10000,2500,4500
22087,St. Bernard Parish,La.,0,0,10000,1000,5600
22089,St. Charles Parish,La.,0,0,10000,1000,5600
22091,St. Helena Parish,La.,0,0,9000,0,4500
22093,St. James Parish,La.,0,0,10000,1000,5600
22097,St. Landry Parish,La.,0,0,10000,2500,4500
22099,St. Martin Parish,La.,0,0,10000,2500,4500
22101,St. Mary Parish,La.,0,0,9000,0,4500
22103,St. Tammany Parish,La.,0,0,10000,1000,5600
22095,St. John the Baptist Parish,La.,0,0,10000,1000,5600
22105,Tangipahoa Parish,La.,0,0,9000,0,4500
22107,Tensas Parish,La.,0,0,10000,2500,4500
22109,Terrebonne Parish,La.,0,0,10000,1000,5600
22111,Union Parish,La.,0,0,10000,2500,4500
22113,Vermilion Parish,La.,0,0,10000,2500,4500
22115,Vernon Parish,La.,0,0,10000,2500,4500
22117,Washington Parish,La.,0,0,9000,0,4500
22119,Webster Parish,La.,0,0,10000,1000,5600
22121,West Baton Rouge Parish,La.,0,0,9000,0,5600
22123,West Carroll Parish,La.,0,0,10000,2500,4500
22125,West Feliciana Parish,La.,0,0,9000,0,4500
22127,Winn Parish,La.,0,0,10000,2500,4500
23001,Androscoggin County,Maine,3000,-1000,7000,1000,4600
23003,Aroostook County,Maine,3600,-400,6000,0,4600
23005,Cumberland County,Maine,3000,-1000,7000,1000,4600
23007,Franklin County,Maine,3000,-1000,7000,1000,4600
23009,Hancock County,Maine,3600,-400,6000,0,4600
23011,Kennebec County,Maine,3000,-1000,7000,1000,4600
23013,Knox County,Maine,3000,-1000,7000,1000,4600
23015,Lincoln County,Maine,3000,-1000,7000,1000,4600
23017,Oxford County,Maine,3000,-1000,7000,1000,4600
23019,Penobscot County,Maine,3600,-400,6000,0,4600
23021,Piscataquis County,Maine,3600,-400,6000,0,4600
23023,Sagadahoc County,Maine,3000,-1000,7000,1000,4600
23025,Somerset County,Maine,3600,-400,6000,0,4600
23027,Waldo County,Maine,3000,-1000,7000,1000,4600
23029,Washington County,Maine,3600,-400,6000,0,4600
23031,York County,Maine,3000,-1000,7000,1000,4600
26001,Alcona County,Mich.,1300,-1500,4000,-1000,3000
26003,Alger County,Mich.,2000,0,4000,-1000,2800
26005,Allegan County,Mich.,1300,-1500,7000,2000,3000
26007,Alpena County,Mich.,1300,-1500,4000,-1000,3000
26009,Antrim County,Mich.,1300,-1500,7000,2000,3000
26011,Arenac County,Mich.,1300,-1500,7000,1000,3300
26013,Baraga County,Mich.,2000,0,4000,0,2800
26015,Barry County,Mich.,1300,-1500,7000,2000,3000
26017,Bay County,Mich.,1300,-700,7000,1000,3300
26019,Benzie County,Mich.,1300,-1500,7000,2000,3000
26021,Berrien County,Mich.,1300,-1500,7000,2000,3000
26023,Branch County,Mich.,1300,-1500,7000,2000,3000
26025,Calhoun County,Mich.,1300,1300,7000,2000,3300
26027,Cass County,Mich.,1300,-1500,7000,2000,3000
26029,Charlevoix County,Mich.,1300,-700,7000,2000,3000
26031,Cheboygan County,Mich.,1300,-700,4000,-1000,3000
26033,Chippewa County,Mich.,2000,0,4000,0,3300
26035,Clare County,Mich.,1300,-1500,7000,1000,3000
26037,Clinton County,Mich.,1300,-700,7000,2000,3300
26039,Crawford County,Mich.,1300,-700,4000,-1000,3000
26041,Delta County,Mich.,2000,-800,4000,1200,2800
26043,Dickinson County,Mich.,2000,0,4000,0,3300
26045,Eaton County,Mich.,1300,-700,7000,2000,3300
26047,Emmet County,Mich.,1300,-700,7000,2000,3000
26049,Genesee County,Mich.,1300,-700,7000,1000,3600
26051,Gladwin County,Mich.,1300,-700,7000,1000,3000
26053,Gogebic County,Mich.,2000,0,4000,0,2800
26055,Grand Traverse County,Mich.,1300,-1500,7000,2000,3000
26057,Gratiot County,Mich.,1300,-1500,7000,1000,3300
26059,Hillsdale County,Mich.,1300,-700,7000,2000,3000
26061,Houghton County,Mich.,2000,0,4000,0,3300
26063,Huron County,Mich.,1300,-1500,7000,1000,3300
26065,Ingham County,Mich.,1300,-700,7000,2000,3300
26067,Ionia County,Mich.,1300,-1500,7000,2000,3300
26069,Iosco County,Mich.,1300,-1500,6000,0,3000
26071,Iron County,Mich.,2000,0,4000,0,2800
26073,Isabella County,Mich.,1300,-700,7000,1000,3600
26075,Jackson County,Mich.,1300,-700,7000,2000,3000
26077,Kalamazoo County,Mich.,1300,1300,7000,2000,3300
26079,Kalkaska County,Mich.,1300,-1500,7000,2000,3000
26081,Kent County,Mich.,1300,-700,9200,4200,3300
26083,Keweenaw County,Mich.,2000,0,4000,0,2800
26085,Lake County,Mich.,1300,-1500,7000,2000,3000
26087,Lapeer County,Mich.,1300,-700,7000,1000,3600
26089,Leelanau County,Mich.,1300,-1500,7000,2000,3000
26091,Lenawee County,Mich.,1300,-1500,7000,2000,3000
26093,Livingston County,Mich.,1300,-700,7000,1000,3300
26095,Luce County,Mich.,2000,0,4000,0,2800
26097,Mackinac County,Mich.,1300,-700,4000,-1000,3000
26099,Macomb County,Mich.,1300,-700,10000,800,3800
26101,Manistee County,Mich.,1300,-700,7000,2000,3000
26103,Marquette County,Mich.,2000,0,4000,0,3300
26105,Mason County,Mich.,1300,-700,7000,2000,3000
26107,Mecosta County,Mich.,1300,-1500,7000,2000,3000
26109,Menominee County,Mich.,2000,0,4000,0,2800
26111,Midland County,Mich.,1300,-1500,7000,1000,3000
26113,Missaukee County,Mich.,1300,-1500,7000,2000,3000
26115,Monroe County,Mich.,1300,-700,7000,1000,3600
26117,Montcalm County,Mich.,1300,-1500,7000,2000,3300
26119,Montmorency County,Mich.,1300,-1500,4000,-1000,3000
26121,Muskegon County,Mich.,1300,-700,7000,2000,3000
26123,Newaygo County,Mich.,1300,-1500,7000,2000,3000
26125,Oakland County,Mich.,1300,-700,10000,800,3800
26127,Oceana County,Mich.,1300,-700,7000,2000,3000
26129,Ogemaw County,Mich.,1300,-1500,6000,0,3000
26131,Ontonagon County,Mich.,2000,0,4000,0,2800
26133,Osceola County,Mich.,1300,-1500,7000,2000,3000
26135,Oscoda County,Mich.,1300,-1500,4000,-1000,3000
26137,Otsego County,Mich.,1300,-700,4000,-1000,3000
26139,Ottawa County,Mich.,1300,-700,7000,2000,3000
26141,Presque Isle County,Mich.,1300,-1500,4000,-1000,3000
26143,Roscommon County,Mich.,1300,-700,6000,0,3000
26145,Saginaw County,Mich.,1300,-700,7000,1000,3300
26147,St. Clair County,Mich.,1300,-700,7000,1000,3600
26149,St. Joseph County,Mich.,1300,-1500,7000,2000,3000
26151,Sanilac County,Mich.,1300,-1500,7000,1000,3300
26153,Schoolcraft County,Mich.,2000,0,4000,0,2800
26155,Shiawassee County,Mich.,1300,-700,7000,2000,3300
26157,Tuscola County,Mich.,1300,-1500,7000,1000,3300
26159,Van Buren County,Mich.,1300,1300,7000,2000,3300
26161,Washtenaw County,Mich.,1300,-700,7000,1000,3600
26163,Wayne County,Mich.,1300,-700,10000,800,3800
26165,Wexford County,Mich.,1300,-700,7000,2000,3000
29001,Adair County,Mo.,3500,0,7500,0,5000
29003,Andrew County,Mo.,3600,-1400,10000,0,5200
29005,Atchison County,Mo.,3600,-1400,10000,0,5200
29007,Audrain County,Mo.,3500,0,10000,2500,5200
29009,Barry County,Mo.,3500,0,7500,0,5200
29011,Barton County,Mo.,3500,0,7500,0,5200
29013,Bates County,Mo.,3600,-1400,10000,0,5200
29015,Benton County,Mo.,3600,-1400,10000,0,5200
29017,Bollinger County,Mo.,3500,0,10000,2500,5200
29019,Boone County,Mo.,3500,0,10000,2500,5500
29021,Buchanan County,Mo.,3600,-1400,10000,0,5000
29023,Butler County,Mo.,3500,0,10000,2500,5200
