FIPS,c,s,sf
20207,Woodson County,Kan.,5745
20209,Wyandotte County,Kan.,6600
22001,Acadia Parish,La.,5415
22003,Allen Parish,La.,5415
22005,Ascension Parish,La.,5433
22007,Assumption Parish,La.,5693
22009,Avoyelles Parish,La.,5415
22011,Beauregard Parish,La.,5415
22013,Bienville Parish,La.,5415
22015,Bossier Parish,La.,5900
22017,Caddo Parish,La.,5900
22019,Calcasieu Parish,La.,5415
22021,Caldwell Parish,La.,5415
22023,Cameron Parish,La.,5415
22025,Catahoula Parish,La.,5415
22027,Claiborne Parish,La.,5693
22029,Concordia Parish,La.,5415
22031,De Soto Parish,La.,5693
22033,East Baton Rouge Parish,La.,5433
22035,East Carroll Parish,La.,5415
22037,East Feliciana Parish,La.,5109
22039,Evangeline Parish,La.,5415
22041,Franklin Parish,La.,5415
22043,Grant Parish,La.,5415
22045,Iberia Parish,La.,5415
22047,Iberville Parish,La.,5109
22049,Jackson Parish,La.,5415
22051,Jefferson Parish,La.,6284
22053,Jefferson Davis Parish,La.,5415
22059,La Salle Parish,La.,5415
22055,Lafayette Parish,La.,5415
22057,Lafourche Parish,La.,5693
22061,Lincoln Parish,La.,5415
22063,Livingston Parish,La.,5109
22065,Madison Parish,La.,5415
22067,Morehouse Parish,La.,5415
22069,Natchitoches Parish,La.,5415
22071,Orleans Parish,La.,5900
22073,Ouachita Parish,La.,5415
22075,Plaquemines Parish,La.,5693
22077,Pointe Coupee Parish,La.,5109
22079,Rapides Parish,La.,5415
22081,Red River Parish,La.,5693
22083,Richland Parish,La.,5415
22085,Sabine Parish,La.,5415
22087,St. Bernard Parish,La.,5693
22089,St. Charles Parish,La.,5693
22091,St. Helena Parish,La.,5109
22093,St. James Parish,La.,5693
22097,St. Landry Parish,La.,5415
22099,St. Martin Parish,La.,5415
22101,St. Mary Parish,La.,5109
22103,St. Tammany Parish,La.,5693
22095,St. John the Baptist Parish,La.,5693
22105,Tangipahoa Parish,La.,5109
22107,Tensas Parish,La.,5415
22109,Terrebonne Parish,La.,5693
22111,Union Parish,La.,5415
22113,Vermilion Parish,La.,5415
22115,Vernon Parish,La.,5415
22117,Washington Parish,La.,5109
22119,Webster Parish,La.,5693
22121,West Baton Rouge Parish,La.,5433
22123,West Carroll Parish,La.,5415
22125,West Feliciana Parish,La.,5109
22127,Winn Parish,La.,5415
23001,Androscoggin County,Maine,4683
23003,Aroostook County,Maine,4709
23005,Cumberland County,Maine,4683
23007,Franklin County,Maine,4683
23009,Hancock County,Maine,4709
23011,Kennebec County,Maine,4683
23013,Knox County,Maine,4683
23015,Lincoln County,Maine,4683
23017,Oxford County,Maine,4683
23019,Penobscot County,Maine,4709
23021,Piscataquis County,Maine,4709
23023,Sagadahoc County,Maine,4683
23025,Somerset County,Maine,4709
23027,Waldo County,Maine,4683
23029,Washington County,Maine,4709
23031,York County,Maine,4683
26001,Alcona County,Mich.,3019
26003,Alger County,Mich.,3200
26005,Allegan County,Mich.,3167
26007,Alpena County,Mich.,3023
26009,Antrim County,Mich.,3196
26011,Arenac County,Mich.,3350
26013,Baraga County,Mich.,3200
26015,Barry County,Mich.,3196
26017,Bay County,Mich.,3369
26019,Benzie County,Mich.,3167
26021,Berrien County,Mich.,3196
26023,Branch County,Mich.,3196
26025,Calhoun County,Mich.,3260
26027,Cass County,Mich.,3196
26029,Charlevoix County,Mich.,3196
26031,Cheboygan County,Mich.,3019
26033,Chippewa County,Mich.,3290
26035,Clare County,Mich.,3380
26037,Clinton County,Mich.,3388
26039,Crawford County,Mich.,2980
26041,Delta County,Mich.,3200
26043,Dickinson County,Mich.,3290
26045,Eaton County,Mich.,3347
26047,Emmet County,Mich.,3196
26049,Genesee County,Mich.,3626
26051,Gladwin County,Mich.,3328
26053,Gogebic County,Mich.,3200
26055,Grand Traverse County,Mich.,3167
26057,Gratiot County,Mich.,3537
26059,Hillsdale County,Mich.,3196
26061,Houghton County,Mich.,3290
26063,Huron County,Mich.,3350
26065,Ingham County,Mich.,3347
26067,Ionia County,Mich.,3350
26069,Iosco County,Mich.,3196
26071,Iron County,Mich.,3200
26073,Isabella County,Mich.,3484
26075,Jackson County,Mich.,3200
26077,Kalamazoo County,Mich.,3260
26079,Kalkaska County,Mich.,3167
26081,Kent County,Mich.,3400
26083,Keweenaw County,Mich.,3200
26085,Lake County,Mich.,3196
26087,Lapeer County,Mich.,3484
26089,Leelanau County,Mich.,3167
26091,Lenawee County,Mich.,3167
26093,Livingston County,Mich.,3474
26095,Luce County,Mich.,3200
26097,Mackinac County,Mich.,2980
26099,Macomb County,Mich.,4010
26101,Manistee County,Mich.,3167
26103,Marquette County,Mich.,3290
26105,Mason County,Mich.,3167
26107,Mecosta County,Mich.,3196
26109,Menominee County,Mich.,3200
26111,Midland County,Mich.,3380
26113,Missaukee County,Mich.,3167
26115,Monroe County,Mich.,3494
26117,Montcalm County,Mich.,3404
26119,Montmorency County,Mich.,3019
26121,Muskegon County,Mich.,3200
26123,Newaygo County,Mich.,3196
26125,Oakland County,Mich.,4010
26127,Oceana County,Mich.,3200
26129,Ogemaw County,Mich.,3196
26131,Ontonagon County,Mich.,3200
26133,Osceola County,Mich.,3167
26135,Oscoda County,Mich.,3019
26137,Otsego County,Mich.,3019
26139,Ottawa County,Mich.,3200
26141,Presque Isle County,Mich.,3023
26143,Roscommon County,Mich.,3196
26145,Saginaw County,Mich.,3369
26147,St. Clair County,Mich.,3489
26149,St. Joseph County,Mich.,3196
26151,Sanilac County,Mich.,3350
26153,Schoolcraft County,Mich.,3200
26155,Shiawassee County,Mich.,3369
26157,Tuscola County,Mich.,3350
26159,Van Buren County,Mich.,3300
26161,Washtenaw County,Mich.,3489
26163,Wayne County,Mich.,4027
26165,Wexford County,Mich.,3167
29001,Adair County,Mo.,5457
29003,Andrew County,Mo.,6457
29005,Atchison County,Mo.,6457
29007,Audrain County,Mo.,5855
29009,Barry County,Mo.,5425
29011,Barton County,Mo.,5425
29013,Bates County,Mo.,6457
29015,Benton County,Mo.,6457
29017,Bollinger County,Mo.,5855
29019,Boone County,Mo.,5954
29021,Buchanan County,Mo.,6750
29023,Butler County,Mo.,5855
29025,Caldwell County,Mo.,6457
29027,Callaway County,Mo.,5855
29029,Camden County,Mo.,5855
29031,Cape Girardeau County,Mo.,5855
29033,Carroll County,Mo.,6457
29035,Carter County,Mo.,5457
29037,Cass County,Mo.,6800
29039,Cedar County,Mo.,5425
29041,Chariton County,Mo.,5855
29043,Christian County,Mo.,5425
29045,Clark County,Mo.,5457
29047,Clay County,Mo.,6800
29049,Clinton County,Mo.,6750
29051,Cole County,Mo.,5855
29053,Cooper County,Mo.,5855
29055,Crawford County,Mo.,5457
29057,Dade County,Mo.,5425
29059,Dallas County,Mo.,5425
29061,Daviess County,Mo.,6457
29063,DeKalb County,Mo.,6457
29065,Dent County,Mo.,5457
29067,Douglas County,Mo.,5425
29069,Dunklin County,Mo.,5855
29071,Franklin County,Mo.,5541
29073,Gasconade County,Mo.,5855
29075,Gentry County,Mo.,6457
29077,Greene County,Mo.,5844
29079,Grundy County,Mo.,6457
29081,Harrison County,Mo.,6457
29083,Henry County,Mo.,6457
29085,Hickory County,Mo.,5425
29087,Holt County,Mo.,6457
29089,Howard County,Mo.,5855
29091,Howell County,Mo.,5457
29093,Iron County,Mo.,5457
29095,Jackson County,Mo.,6800
29097,Jasper County,Mo.,5844
29099,Jefferson County,Mo.,5541
29101,Johnson County,Mo.,6457
29103,Knox County,Mo.,5457
29105,Laclede County,Mo.,5425
29107,Lafayette County,Mo.,6457
29109,Lawrence County,Mo.,5425
29111,Lewis County,Mo.,5457
29113,Lincoln County,Mo.,5000
29115,Linn County,Mo.,5457
29117,Livingston County,Mo.,6457
29121,Macon County,Mo.,5457
29123,Madison County,Mo.,5855
29125,Maries County,Mo.,5855
29127,Marion County,Mo.,5457
29119,McDonald County,Mo.,5425
29129,Mercer County,Mo.,6457
29131,Miller County,Mo.,5855
29133,Mississippi County,Mo.,5855
29135,Moniteau County,Mo.,5855
29137,Monroe County,Mo.,5855
29139,Montgomery County,Mo.,5855
29141,Morgan County,Mo.,5855
29143,New Madrid County,Mo.,5855
29145,Newton County,Mo.,5844
29147,Nodaway County,Mo.,6457
29149,Oregon County,Mo.,5457
29151,Osage County,Mo.,5855
29153,Ozark County,Mo.,5425
29155,Pemiscot County,Mo.,5855
29157,Perry County,Mo.,5855
29159,Pettis County,Mo.,6457
29161,Phelps County,Mo.,5457
29163,Pike County,Mo.,5457
29165,Platte County,Mo.,6800
29167,Polk County,Mo.,5425
29169,Pulaski County,Mo.,5457
29171,Putnam County,Mo.,5457
29173,Ralls County,Mo.,5457
29175,Randolph County,Mo.,5855
29177,Ray County,Mo.,6457
29179,Reynolds County,Mo.,5457
29181,Ripley County,Mo.,5457
29183,St. Charles County,Mo.,5642
29185,St. Clair County,Mo.,6457
29187,St. Francois County,Mo.,5000
29189,St. Louis County,Mo.,5642
29510,St. Louis city,Mo.,5642
29186,Ste. Genevieve County,Mo.,5231
29195,Saline County,Mo.,6457
29197,Schuyler County,Mo.,5457
29199,Scotland County,Mo.,5457
29201,Scott County,Mo.,5855
29203,Shannon County,Mo.,5457
29205,Shelby County,Mo.,5457
29207,Stoddard County,Mo.,5855
29209,Stone County,Mo.,5425
29211,Sullivan County,Mo.,5457
29213,Taney County,Mo.,5425
29215,Texas County,Mo.,5457
29217,Vernon County,Mo.,6457
29219,Warren County,Mo.,5413
29221,Washington County,Mo.,5231
29223,Wayne County,Mo.,5855
29225,Webster County,Mo.,5425
29227,Worth County,Mo.,6457
29229,Wright County,Mo.,5425
28001,Adams County,Miss.,7150
28003,Alcorn County,Miss.,7150
28005,Amite County,Miss.,7150
28007,Attala County,Miss.,7150
28009,Benton County,Miss.,5620
28011,Bolivar County,Miss.,7150
28013,Calhoun County,Miss.,5620
28015,Carroll County,Miss.,7150
28017,Chickasaw County,Miss.,5620
28019,Choctaw County,Miss.,5825
28021,Claiborne County,Miss.,5620
28023,Clarke County,Miss.,5620
28025,Clay County,Miss.,5620
28027,Coahoma County,Miss.,5620
28029,Copiah County,Miss.,5825
28031,Covington County,Miss.,7150
28033,DeSoto County,Miss.,5945
28035,Forrest County,Miss.,5825
28037,Franklin County,Miss.,7150
28039,George County,Miss.,4500
28041,Greene County,Miss.,5620
28043,Grenada County,Miss.,7150
28045,Hancock County,Miss.,6850
28047,Harrison County,Miss.,4500
28049,Hinds County,Miss.,5945
28051,Holmes County,Miss.,7150
28053,Humphreys County,Miss.,7150
28055,Issaquena County,Miss.,5620
28057,Itawamba County,Miss.,5620
28059,Jackson County,Miss.,4500
28061,Jasper County,Miss.,5620
28063,Jefferson County,Miss.,7150
28065,Jefferson Davis County,Miss.,7150
28067,Jones County,Miss.,7150
28069,Kemper County,Miss.,5620
28071,Lafayette County,Miss.,5620
28073,Lamar County,Miss.,5825
28075,Lauderdale County,Miss.,5620
28077,Lawrence County,Miss.,7150
28079,Leake County,Miss.,7150
28081,Lee County,Miss.,5620
28083,Leflore County,Miss.,7150
28085,Lincoln County,Miss.,7150
28087,Lowndes County,Miss.,5620
28089,Madison County,Miss.,5945
28091,Marion County,Miss.,7150
28093,Marshall County,Miss.,5825
28095,Monroe County,Miss.,5620
28097,Montgomery County,Miss.,7150
28099,Neshoba County,Miss.,5620
28101,Newton County,Miss.,5620
28103,Noxubee County,Miss.,5620
28105,Oktibbeha County,Miss.,5620
28107,Panola County,Miss.,5620
28109,Pearl River County,Miss.,7150
28111,Perry County,Miss.,5620
28113,Pike County,Miss.,7150
28115,Pontotoc County,Miss.,5620
28117,Prentiss County,Miss.,5620
28119,Quitman County,Miss.,5620
28121,Rankin County,Miss.,5945
28123,Scott County,Miss.,5825
28125,Sharkey County,Miss.,7150
28127,Simpson County,Miss.,5825
28129,Smith County,Miss.,7150
28131,Stone County,Miss.,4500
28133,Sunflower County,Miss.,7150
28135,Tallahatchie County,Miss.,7150
28137,Tate County,Miss.,5825
28139,Tippah County,Miss.,5620
28141,Tishomingo County,Miss.,7150
28143,Tunica County,Miss.,5825
28145,Union County,Miss.,5620
28147,Walthall County,Miss.,7150
28149,Warren County,Miss.,5825
28151,Washington County,Miss.,7150
28153,Wayne County,Miss.,7150
28155,Webster County,Miss.,5620
28157,Wilkinson County,Miss.,7150
28159,Winston County,Miss.,7150
28161,Yalobusha County,Miss.,5825
28163,Yazoo County,Miss.,5620
30001,Beaverhead County,Mont.,6500
30003,Big Horn County,Mont.,6500
30005,Blaine County,Mont.,6500
30007,Broadwater County,Mont.,6500
30009,Carbon County,Mont.,6500
30011,Carter County,Mont.,6500
30013,Cascade County,Mont.,6500
30015,Chouteau County,Mont.,6500
30017,Custer County,Mont.,6500
30019,Daniels County,Mont.,6500
30021,Dawson County,Mont.,6500
30023,Deer Lodge County,Mont.,6500
30025,Fallon County,Mont.,6500
30027,Fergus County,Mont.,6500
30029,Flathead County,Mont.,6500
30031,Gallatin County,Mont.,6500
30033,Garfield County,Mont.,6500
30035,Glacier County,Mont.,6500
30037,Golden Valley County,Mont.,6500
30039,Granite County,Mont.,6500
30041,Hill County,Mont.,6500
30043,Jefferson County,Mont.,6500
30045,Judith Basin County,Mont.,6500
30047,Lake County,Mont.,6500
30049,Lewis and Clark County,Mont.,6500
30051,Liberty County,Mont.,6500
30053,Lincoln County,Mont.,6500
30055,McCone County,Mont.,6500
30057,Madison County,Mont.,6500
30059,Meagher County,Mont.,6500
30061,Mineral County,Mont.,6500
30063,Missoula County,Mont.,6500
30065,Musselshell County,Mont.,6500
30067,Park County,Mont.,6500
30069,Petroleum County,Mont.,6500
30071,Phillips County,Mont.,6500
30073,Pondera County,Mont.,6500
30075,Powder River County,Mont.,6500
30077,Powell County,Mont.,6500
30079,Prairie County,Mont.,6500
30081,Ravalli County,Mont.,6500
30083,Richland County,Mont.,6500
30085,Roosevelt County,Mont.,6500
30087,Rosebud County,Mont.,6500
30089,Sanders County,Mont.,6500
30091,Sheridan County,Mont.,6500
30093,Silver Bow County,Mont.,6500
30095,Stillwater County,Mont.,6500
30097,Sweet Grass County,Mont.,6500
30099,Teton County,Mont.,6500
30101,Toole County,Mont.,6500
30103,Treasure County,Mont.,6500
30105,Valley County,Mont.,6500
30107,Wheatland County,Mont.,6500
30109,Wibaux County,Mont.,6500
30111,Yellowstone County,Mont.,6500
37001,Alamance County,N.C.,6100
37003,Alexander County,N.C.,6430
37005,Alleghany County,N.C.,6311
37007,Anson County,N.C.,6229
37009,Ashe County,N.C.,6311
37011,Avery County,N.C.,6430
37013,Beaufort County,N.C.,5933
37015,Bertie County,N.C.,5933
37017,Bladen County,N.C.,6311
37019,Brunswick County,N.C.,6100
37021,Buncombe County,N.C.,6430
37023,Burke County,N.C.,6430
37025,Cabarrus County,N.C.,6229
37027,Caldwell County,N.C.,6430
37029,Camden County,N.C.,5933
37031,Carteret County,N.C.,5933
37033,Caswell County,N.C.,6100
37035,Catawba County,N.C.,6430
37037,Chatham County,N.C.,6100
37039,Cherokee County,N.C.,6311
37041,Chowan County,N.C.,5933
37043,Clay County,N.C.,6311
37045,Cleveland County,N.C.,6442
37047,Columbus County,N.C.,6100
37049,Craven County,N.C.,5933
37051,Cumberland County,N.C.,6430
37053,Currituck County,N.C.,5933
37055,Dare County,N.C.,5933
37057,Davidson County,N.C.,6100
37059,Davie County,N.C.,6100
37061,Duplin County,N.C.,6100
37063,Durham County,N.C.,6100
37065,Edgecombe County,N.C.,5933
37067,Forsyth County,N.C.,6100
37069,Franklin County,N.C.,6100
37071,Gaston County,N.C.,6442
37073,Gates County,N.C.,5933
37075,Graham County,N.C.,6311
37077,Granville County,N.C.,6311
37079,Greene County,N.C.,6311
37081,Guilford County,N.C.,6311
37083,Halifax County,N.C.,5933
37085,Harnett County,N.C.,6430
37087,Haywood County,N.C.,6430
37089,Henderson County,N.C.,6430
37091,Hertford County,N.C.,5933
37093,Hoke County,N.C.,6311
37095,Hyde County,N.C.,5933
37097,Iredell County,N.C.,6430
37099,Jackson County,N.C.,6430
37101,Johnston County,N.C.,6100
37103,Jones County,N.C.,5933
37105,Lee County,N.C.,6100
37107,Lenoir County,N.C.,5933
37109,Lincoln County,N.C.,6442
37113,Macon County,N.C.,6311
37115,Madison County,N.C.,6430
37117,Martin County,N.C.,5933
37111,McDowell County,N.C.,6430
37119,Mecklenburg County,N.C.,6229
37121,Mitchell County,N.C.,6430
37123,Montgomery County,N.C.,6311
37125,Moore County,N.C.,6311
37127,Nash County,N.C.,6311
37129,New Hanover County,N.C.,6100
37131,Northampton County,N.C.,5933
37133,Onslow County,N.C.,6100
37135,Orange County,N.C.,6100
37137,Pamlico County,N.C.,5933
37139,Pasquotank County,N.C.,5933
37141,Pender County,N.C.,6100
37143,Perquimans County,N.C.,5933
37145,Person County,N.C.,6100
37147,Pitt County,N.C.,5933
37149,Polk County,N.C.,6430
37151,Randolph County,N.C.,6311
37153,Richmond County,N.C.,6311
37155,Robeson County,N.C.,6430
37157,Rockingham County,N.C.,6311
37159,Rowan County,N.C.,6150
37161,Rutherford County,N.C.,6430
37163,Sampson County,N.C.,6311
37165,Scotland County,N.C.,6311
37167,Stanly County,N.C.,6229
37169,Stokes County,N.C.,6100
37171,Surry County,N.C.,6100
37173,Swain County,N.C.,6311
37175,Transylvania County,N.C.,6430
37177,Tyrrell County,N.C.,5933
37179,Union County,N.C.,6229
37181,Vance County,N.C.,6311
37183,Wake County,N.C.,6100
37185,Warren County,N.C.,6311
37187,Washington County,N.C.,5933
37189,Watauga County,N.C.,6311
37191,Wayne County,N.C.,6311
37193,Wilkes County,N.C.,6311
37195,Wilson County,N.C.,6311
37197,Yadkin County,N.C.,6100
37199,Yancey County,N.C.,6430
38001,Adams County,N.D.,5157
38003,Barnes County,N.D.,5157
38005,Benson County,N.D.,5157
38007,Billings County,N.D.,5157
38009,Bottineau County,N.D.,4880
38011,Bowman County,N.D.,5157
38013,Burke County,N.D.,4880
38015,Burleigh County,N.D.,5388
38017,Cass County,N.D.,5388
38019,Cavalier County,N.D.,5157
38021,Dickey County,N.D.,5157
38023,Divide County,N.D.,4880
38025,Dunn County,N.D.,4880
38027,Eddy County,N.D.,5157
38029,Emmons County,N.D.,5157
38031,Foster County,N.D.,5157
38033,Golden Valley County,N.D.,4880
38035,Grand Forks County,N.D.,5157
38037,Grant County,N.D.,5157
38039,Griggs County,N.D.,5157
38041,Hettinger County,N.D.,5157
38043,Kidder County,N.D.,5157
38045,LaMoure County,N.D.,5157
38047,Logan County,N.D.,5157
38049,McHenry County,N.D.,5157
38051,McIntosh County,N.D.,5157
38053,McKenzie County,N.D.,4880
38055,McLean County,N.D.,5157
38057,Mercer County,N.D.,5157
38059,Morton County,N.D.,5388
38061,Mountrail County,N.D.,4880
38063,Nelson County,N.D.,5157
38065,Oliver County,N.D.,5388
38067,Pembina County,N.D.,5157
38069,Pierce County,N.D.,5157
38071,Ramsey County,N.D.,5157
38073,Ransom County,N.D.,5157
38075,Renville County,N.D.,4880
38077,Richland County,N.D.,5157
38079,Rolette County,N.D.,5157
38081,Sargent County,N.D.,5157
38083,Sheridan County,N.D.,5157
38085,Sioux County,N.D.,5157
38087,Slope County,N.D.,5157
38089,Stark County,N.D.,5157
38091,Steele County,N.D.,5157
38093,Stutsman County,N.D.,5157
38095,Towner County,N.D.,5157
38097,Traill County,N.D.,5388
38099,Walsh County,N.D.,5157
38101,Ward County,N.D.,5157
38103,Wells County,N.D.,5157
38105,Williams County,N.D.,4880
31001,Adams County,Neb.,5600
31003,Antelope County,Neb.,5600
31005,Arthur County,Neb.,5633
31007,Banner County,Neb.,5633
31009,Blaine County,Neb.,5600
31011,Boone County,Neb.,5600
31013,Box Butte County,Neb.,5633
31015,Boyd County,Neb.,5600
31017,Brown County,Neb.,5633
31019,Buffalo County,Neb.,5600
31021,Burt County,Neb.,5375
31023,Butler County,Neb.,5600
31025,Cass County,Neb.,5375
31027,Cedar County,Neb.,5600
31029,Chase County,Neb.,5633
31031,Cherry County,Neb.,5633
31033,Cheyenne County,Neb.,5633
31035,Clay County,Neb.,5600
31037,Colfax County,Neb.,5600
31039,Cuming County,Neb.,5600
31041,Custer County,Neb.,5600
31043,Dakota County,Neb.,5600
31045,Dawes County,Neb.,5633
31047,Dawson County,Neb.,5600
31049,Deuel County,Neb.,5633
31051,Dixon County,Neb.,5600
31053,Dodge County,Neb.,5375
31055,Douglas County,Neb.,5857
31057,Dundy County,Neb.,5633
31059,Fillmore County,Neb.,5600
31061,Franklin County,Neb.,5600
31063,Frontier County,Neb.,5633
31065,Furnas County,Neb.,5600
31067,Gage County,Neb.,5600
31069,Garden County,Neb.,5633
31071,Garfield County,Neb.,5600
31073,Gosper County,Neb.,5600
31075,Grant County,Neb.,5633
31077,Greeley County,Neb.,5600
31079,Hall County,Neb.,5600
31081,Hamilton County,Neb.,5600
31083,Harlan County,Neb.,5600
31085,Hayes County,Neb.,5633
31087,Hitchcock County,Neb.,5633
31089,Holt County,Neb.,5600
31091,Hooker County,Neb.,5633
31093,Howard County,Neb.,5600
31095,Jefferson County,Neb.,5600
31097,Johnson County,Neb.,5600
31099,Kearney County,Neb.,5600
31101,Keith County,Neb.,5633
31103,Keya Paha County,Neb.,5600
31105,Kimball County,Neb.,5633
31107,Knox County,Neb.,5300
31109,Lancaster County,Neb.,5600
31111,Lincoln County,Neb.,5633
31113,Logan County,Neb.,5633
31115,Loup County,Neb.,5600
31119,Madison County,Neb.,5600
31117,McPherson County,Neb.,5633
31121,Merrick County,Neb.,5600
31123,Morrill County,Neb.,5633
31125,Nance County,Neb.,5600
31127,Nemaha County,Neb.,5600
31129,Nuckolls County,Neb.,5600
31131,Otoe County,Neb.,5375
31133,Pawnee County,Neb.,5600
31135,Perkins County,Neb.,5633
31137,Phelps County,Neb.,5600
31139,Pierce County,Neb.,5600
31141,Platte County,Neb.,5600
31143,Polk County,Neb.,5600
31145,Red Willow County,Neb.,5633
31147,Richardson County,Neb.,5600
31149,Rock County,Neb.,5600
31151,Saline County,Neb.,5600
31153,Sarpy County,Neb.,5857
31155,Saunders County,Neb.,5375
31157,Scotts Bluff County,Neb.,5633
31159,Seward County,Neb.,5600
31161,Sheridan County,Neb.,5633
31163,Sherman County,Neb.,5600
31165,Sioux County,Neb.,5633
31167,Stanton County,Neb.,5600
31169,Thayer County,Neb.,5600
31171,Thomas County,Neb.,5633
31173,Thurston County,Neb.,5300
31175,Valley County,Neb.,5600
31177,Washington County,Neb.,5375
31179,Wayne County,Neb.,5600
31181,Webster County,Neb.,5600
31183,Wheeler County,Neb.,5600
31185,York County,Neb.,5600
33001,Belknap County,N.H.,5069
33003,Carroll County,N.H.,4864
33005,Cheshire County,N.H.,5079
33007,Coos County,N.H.,4864
33009,Grafton County,N.H.,5069
33011,Hillsborough County,N.H.,5069
33013,Merrimack County,N.H.,5069
33015,Rockingham County,N.H.,5069
33017,Strafford County,N.H.,5069
33019,Sullivan County,N.H.,5069
34001,Atlantic County,N.J.,3956
34003,Bergen County,N.J.,3724
34005,Burlington County,N.J.,3956
34007,Camden County,N.J.,3956
34009,Cape May County,N.J.,3956
34011,Cumberland County,N.J.,3953
34013,Essex County,N.J.,3724
34015,Gloucester County,N.J.,3956
34017,Hudson County,N.J.,3724
34019,Hunterdon County,N.J.,4000
34021,Mercer County,N.J.,3953
34023,Middlesex County,N.J.,3724
34025,Monmouth County,N.J.,3517
34027,Morris County,N.J.,3724
34029,Ocean County,N.J.,3724
34031,Passaic County,N.J.,3724
34033,Salem County,N.J.,3953
34035,Somerset County,N.J.,3953
34037,Sussex County,N.J.,3953
34039,Union County,N.J.,3724
34041,Warren County,N.J.,3953
35001,Bernalillo County,N.M.,7753
35003,Catron County,N.M.,7475
35005,Chaves County,N.M.,7475
35006,Cibola County,N.M.,7475
35007,Colfax County,N.M.,7475
35009,Curry County,N.M.,7475
35011,De Baca County,N.M.,7475
35013,Doña Ana County,N.M.,7475
35015,Eddy County,N.M.,7475
35017,Grant County,N.M.,7475
35019,Guadalupe County,N.M.,7475
35021,Harding County,N.M.,7475
35023,Hidalgo County,N.M.,7475
35025,Lea County,N.M.,7475
35027,Lincoln County,N.M.,7475
35028,Los Alamos County,N.M.,7475
35029,Luna County,N.M.,7475
35031,McKinley County,N.M.,7475
35033,Mora County,N.M.,7475
35035,Otero County,N.M.,7475
35037,Quay County,N.M.,7475
35039,Rio Arriba County,N.M.,7475
35041,Roosevelt County,N.M.,7475
35043,Sandoval County,N.M.,7475
35045,San Juan County,N.M.,7475
35047,San Miguel County,N.M.,7753
35049,Santa Fe County,N.M.,7475
35051,Sierra County,N.M.,7475
35053,Socorro County,N.M.,7475
35055,Taos County,N.M.,7475
35057,Torrance County,N.M.,7753
35059,Union County,N.M.,7475
35061,Valencia County,N.M.,7753
32510,Carson City,Nev.,5538
32001,Churchill County,Nev.,4167
32003,Clark County,Nev.,6556
32005,Douglas County,Nev.,5538
32007,Elko County,Nev.,4167
32009,Esmeralda County,Nev.,4167
32011,Eureka County,Nev.,4167
32013,Humboldt County,Nev.,4167
32015,Lander County,Nev.,4167
32017,Lincoln County,Nev.,4167
32019,Lyon County,Nev.,5538
32021,Mineral County,Nev.,4167
32023,Nye County,Nev.,6556
32027,Pershing County,Nev.,4167
32029,Storey County,Nev.,5538
32031,Washoe County,Nev.,5944
32033,White Pine County,Nev.,4167
39001,Adams County,Ohio,4818
39003,Allen County,Ohio,5605
39005,Ashland County,Ohio,5187
39007,Ashtabula County,Ohio,5265
39009,Athens County,Ohio,4789
39011,Auglaize County,Ohio,4600
39013,Belmont County,Ohio,4833
39015,Brown County,Ohio,4818
39017,Butler County,Ohio,5230
39019,Carroll County,Ohio,5029
39021,Champaign County,Ohio,4600
39023,Clark County,Ohio,4840
39025,Clermont County,Ohio,5080
39027,Clinton County,Ohio,4818
39029,Columbiana County,Ohio,5050
39031,Coshocton County,Ohio,4625
39033,Crawford County,Ohio,4726
39035,Cuyahoga County,Ohio,5793
39037,Darke County,Ohio,4682
39039,Defiance County,Ohio,4872
39041,Delaware County,Ohio,5221
39043,Erie County,Ohio,4726
39045,Fairfield County,Ohio,5169
39047,Fayette County,Ohio,4889
39049,Franklin County,Ohio,5169
39051,Fulton County,Ohio,4993
39053,Gallia County,Ohio,4833
39055,Geauga County,Ohio,5287
39057,Greene County,Ohio,5048
39059,Guernsey County,Ohio,4625
39061,Hamilton County,Ohio,5781
39063,Hancock County,Ohio,4687
39065,Hardin County,Ohio,4726
39067,Harrison County,Ohio,4833
39069,Henry County,Ohio,4993
39071,Highland County,Ohio,4818
39073,Hocking County,Ohio,4625
39075,Holmes County,Ohio,4972
39077,Huron County,Ohio,4687
39079,Jackson County,Ohio,4833
39081,Jefferson County,Ohio,4833
39083,Knox County,Ohio,4726
39085,Lake County,Ohio,5247
39087,Lawrence County,Ohio,4833
39089,Licking County,Ohio,5169
39091,Logan County,Ohio,4625
39093,Lorain County,Ohio,5249
39095,Lucas County,Ohio,5671
39097,Madison County,Ohio,5050
39099,Mahoning County,Ohio,5287
39101,Marion County,Ohio,4726
39103,Medina County,Ohio,5436
39105,Meigs County,Ohio,4833
39107,Mercer County,Ohio,4600
39109,Miami County,Ohio,5048
39111,Monroe County,Ohio,4833
39113,Montgomery County,Ohio,5716
39115,Morgan County,Ohio,4833
39117,Morrow County,Ohio,4943
39119,Muskingum County,Ohio,4625
39121,Noble County,Ohio,4833
39123,Ottawa County,Ohio,4832
39125,Paulding County,Ohio,4726
39127,Perry County,Ohio,4625
39129,Pickaway County,Ohio,5050
39131,Pike County,Ohio,4625
39133,Portage County,Ohio,5436
39135,Preble County,Ohio,5048
39137,Putnam County,Ohio,4687
39139,Richland County,Ohio,4726
39141,Ross County,Ohio,4588
39143,Sandusky County,Ohio,4726
