FIPS,c,s,bi,bf,si,sf,gi,gf,pi,pf
20195,Trego County,Kan.,6436,12871,2873,5745,1133,2267,,
20197,Wabaunsee County,Kan.,6436,12871,2873,5745,1133,2267,,
20199,Wallace County,Kan.,6436,12871,2873,5745,1133,2267,,
20201,Washington County,Kan.,6436,12871,2873,5745,1133,2267,,
20203,Wichita County,Kan.,6436,12871,2873,5745,1133,2267,,
20205,Wilson County,Kan.,6436,12871,2873,5745,1133,2267,,
20207,Woodson County,Kan.,6436,12871,2873,5745,1133,2267,,
20209,Wyandotte County,Kan.,5089,10178,3300,6600,1200,2400,,
22001,Acadia Parish,La.,4830,10559,2477,5415,1050,2413,300,650
22003,Allen Parish,La.,4830,10559,2477,5415,1050,2413,300,650
22005,Ascension Parish,La.,4723,11062,2133,5433,927,2392,179,393
22007,Assumption Parish,La.,4702,10719,2480,5693,990,2380,214,464
22009,Avoyelles Parish,La.,4830,10559,2477,5415,1050,2413,300,650
22011,Beauregard Parish,La.,4830,10559,2477,5415,1050,2413,300,650
22013,Bienville Parish,La.,4830,10559,2477,5415,1050,2413,300,650
22015,Bossier Parish,La.,4792,10983,2513,5900,991,2419,188,406
22017,Caddo Parish,La.,4792,10983,2513,5900,991,2419,188,406
22019,Calcasieu Parish,La.,4830,10559,2477,5415,1050,2413,300,650
22021,Caldwell Parish,La.,4830,10559,2477,5415,1050,2413,300,650
22023,Cameron Parish,La.,4830,10559,2477,5415,1050,2413,300,650
22025,Catahoula Parish,La.,4830,10559,2477,5415,1050,2413,300,650
22027,Claiborne Parish,La.,4702,10719,2480,5693,990,2380,214,464
22029,Concordia Parish,La.,4830,10559,2477,5415,1050,2413,300,650
22031,De Soto Parish,La.,4702,10719,2480,5693,990,2380,214,464
22033,East Baton Rouge Parish,La.,4723,11062,2133,5433,927,2392,179,393
22035,East Carroll Parish,La.,4830,10559,2477,5415,1050,2413,300,650
22037,East Feliciana Parish,La.,4605,10764,2055,5109,921,2342,208,458
22039,Evangeline Parish,La.,4830,10559,2477,5415,1050,2413,300,650
22041,Franklin Parish,La.,4830,10559,2477,5415,1050,2413,300,650
22043,Grant Parish,La.,4830,10559,2477,5415,1050,2413,300,650
22045,Iberia Parish,La.,4830,10559,2477,5415,1050,2413,300,650
22047,Iberville Parish,La.,4605,10764,2055,5109,921,2342,208,458
22049,Jackson Parish,La.,4830,10559,2477,5415,1050,2413,300,650
22051,Jefferson Parish,La.,4963,11092,2774,6284,1158,2706,350,725
22053,Jefferson Davis Parish,La.,4830,10559,2477,5415,1050,2413,300,650
22059,La Salle Parish,La.,4830,10559,2477,5415,1050,2413,300,650
22055,Lafayette Parish,La.,4830,10559,2477,5415,1050,2413,300,650
22057,Lafourche Parish,La.,4702,10719,2480,5693,990,2380,214,464
22061,Lincoln Parish,La.,4830,10559,2477,5415,1050,2413,300,650
22063,Livingston Parish,La.,4605,10764,2055,5109,921,2342,208,458
22065,Madison Parish,La.,4830,10559,2477,5415,1050,2413,300,650
22067,Morehouse Parish,La.,4830,10559,2477,5415,1050,2413,300,650
22069,Natchitoches Parish,La.,4830,10559,2477,5415,1050,2413,300,650
22071,Orleans Parish,La.,4792,10983,2513,5900,991,2419,188,406
22073,Ouachita Parish,La.,4830,10559,2477,5415,1050,2413,300,650
22075,Plaquemines Parish,La.,4702,10719,2480,5693,990,2380,214,464
22077,Pointe Coupee Parish,La.,4605,10764,2055,5109,921,2342,208,458
22079,Rapides Parish,La.,4830,10559,2477,5415,1050,2413,300,650
22081,Red River Parish,La.,4702,10719,2480,5693,990,2380,214,464
22083,Richland Parish,La.,4830,10559,2477,5415,1050,2413,300,650
22085,Sabine Parish,La.,4830,10559,2477,5415,1050,2413,300,650
22087,St. Bernard Parish,La.,4702,10719,2480,5693,990,2380,214,464
22089,St. Charles Parish,La.,4702,10719,2480,5693,990,2380,214,464
22091,St. Helena Parish,La.,4605,10764,2055,5109,921,2342,208,458
22093,St. James Parish,La.,4702,10719,2480,5693,990,2380,214,464
22097,St. Landry Parish,La.,4830,10559,2477,5415,1050,2413,300,650
22099,St. Martin Parish,La.,4830,10559,2477,5415,1050,2413,300,650
22101,St. Mary Parish,La.,4605,10764,2055,5109,921,2342,208,458
22103,St. Tammany Parish,La.,4702,10719,2480,5693,990,2380,214,464
22095,St. John the Baptist Parish,La.,4702,10719,2480,5693,990,2380,214,464
22105,Tangipahoa Parish,La.,4605,10764,2055,5109,921,2342,208,458
22107,Tensas Parish,La.,4830,10559,2477,5415,1050,2413,300,650
22109,Terrebonne Parish,La.,4702,10719,2480,5693,990,2380,214,464
22111,Union Parish,La.,4830,10559,2477,5415,1050,2413,300,650
22113,Vermilion Parish,La.,4830,10559,2477,5415,1050,2413,300,650
22115,Vernon Parish,La.,4830,10559,2477,5415,1050,2413,300,650
22117,Washington Parish,La.,4605,10764,2055,5109,921,2342,208,458
22119,Webster Parish,La.,4702,10719,2480,5693,990,2380,214,464
22121,West Baton Rouge Parish,La.,4723,11062,2133,5433,927,2392,179,393
22123,West Carroll Parish,La.,4830,10559,2477,5415,1050,2413,300,650
22125,West Feliciana Parish,La.,4605,10764,2055,5109,921,2342,208,458
22127,Winn Parish,La.,4830,10559,2477,5415,1050,2413,300,650
23001,Androscoggin County,Maine,5044,10089,2342,4683,850,1700,,
23003,Aroostook County,Maine,5020,10040,2355,4709,913,1825,,
23005,Cumberland County,Maine,5044,10089,2342,4683,850,1700,,
23007,Franklin County,Maine,5044,10089,2342,4683,850,1700,,
23009,Hancock County,Maine,5020,10040,2355,4709,913,1825,,
23011,Kennebec County,Maine,5044,10089,2342,4683,850,1700,,
23013,Knox County,Maine,5044,10089,2342,4683,850,1700,,
23015,Lincoln County,Maine,5044,10089,2342,4683,850,1700,,
23017,Oxford County,Maine,5044,10089,2342,4683,850,1700,,
23019,Penobscot County,Maine,5020,10040,2355,4709,913,1825,,
23021,Piscataquis County,Maine,5020,10040,2355,4709,913,1825,,
23023,Sagadahoc County,Maine,5044,10089,2342,4683,850,1700,,
23025,Somerset County,Maine,5020,10040,2355,4709,913,1825,,
23027,Waldo County,Maine,5044,10089,2342,4683,850,1700,,
23029,Washington County,Maine,5020,10040,2355,4709,913,1825,,
23031,York County,Maine,5044,10089,2342,4683,850,1700,,
26001,Alcona County,Mich.,4857,9714,1510,3019,563,1125,300,600
26003,Alger County,Mich.,3907,7814,1600,3200,471,943,100,200
26005,Allegan County,Mich.,4917,9834,1583,3167,507,1014,50,100
26007,Alpena County,Mich.,5571,11142,1511,3023,542,1083,300,600
26009,Antrim County,Mich.,4921,9843,1598,3196,533,1066,200,400
26011,Arenac County,Mich.,4928,9857,1675,3350,649,1298,200,400
26013,Baraga County,Mich.,3907,7814,1600,3200,471,943,100,200
26015,Barry County,Mich.,5602,11204,1598,3196,475,950,50,100
26017,Bay County,Mich.,5028,10056,1684,3369,649,1298,200,400
26019,Benzie County,Mich.,4917,9834,1583,3167,507,1014,50,100
26021,Berrien County,Mich.,5602,11204,1598,3196,475,950,50,100
26023,Branch County,Mich.,5602,11204,1598,3196,475,950,50,100
26025,Calhoun County,Mich.,5085,10170,1630,3260,507,1013,50,100
26027,Cass County,Mich.,5602,11204,1598,3196,475,950,50,100
26029,Charlevoix County,Mich.,4921,9843,1598,3196,533,1066,200,400
26031,Cheboygan County,Mich.,4857,9714,1510,3019,563,1125,300,600
26033,Chippewa County,Mich.,4400,8800,1645,3290,450,900,100,200
26035,Clare County,Mich.,5527,11053,1690,3380,625,1250,50,100
26037,Clinton County,Mich.,4966,9931,1694,3388,554,1107,213,425
26039,Crawford County,Mich.,4849,9697,1490,2980,537,1074,100,200
26041,Delta County,Mich.,3907,7814,1600,3200,471,943,100,200
26043,Dickinson County,Mich.,4400,8800,1645,3290,450,900,100,200
26045,Eaton County,Mich.,5007,10014,1674,3347,574,1148,213,425
26047,Emmet County,Mich.,4921,9843,1598,3196,533,1066,200,400
26049,Genesee County,Mich.,5058,10116,1813,3626,838,1676,320,640
26051,Gladwin County,Mich.,4925,9850,1664,3328,631,1263,50,100
26053,Gogebic County,Mich.,3907,7814,1600,3200,471,943,100,200
26055,Grand Traverse County,Mich.,4917,9834,1583,3167,507,1014,50,100
26057,Gratiot County,Mich.,5385,10769,1769,3537,618,1236,117,233
26059,Hillsdale County,Mich.,4921,9843,1598,3196,533,1066,200,400
26061,Houghton County,Mich.,4400,8800,1645,3290,450,900,100,200
26063,Huron County,Mich.,4928,9857,1675,3350,649,1298,200,400
26065,Ingham County,Mich.,5007,10014,1674,3347,574,1148,213,425
26067,Ionia County,Mich.,4860,9720,1675,3350,531,1063,213,425
26069,Iosco County,Mich.,4871,9743,1598,3196,681,1363,300,600
26071,Iron County,Mich.,3907,7814,1600,3200,471,943,100,200
26073,Isabella County,Mich.,4872,9744,1742,3484,642,1284,213,425
26075,Jackson County,Mich.,5032,10064,1600,3200,507,1014,50,100
26077,Kalamazoo County,Mich.,5085,10170,1630,3260,507,1013,50,100
26079,Kalkaska County,Mich.,4917,9834,1583,3167,507,1014,50,100
26081,Kent County,Mich.,5090,10180,1700,3400,612,1224,367,733
26083,Keweenaw County,Mich.,3907,7814,1600,3200,471,943,100,200
26085,Lake County,Mich.,5602,11204,1598,3196,475,950,50,100
26087,Lapeer County,Mich.,4934,9869,1742,3484,745,1489,275,550
26089,Leelanau County,Mich.,4917,9834,1583,3167,507,1014,50,100
26091,Lenawee County,Mich.,4917,9834,1583,3167,507,1014,50,100
26093,Livingston County,Mich.,5112,10224,1737,3474,723,1446,200,400
26095,Luce County,Mich.,3907,7814,1600,3200,471,943,100,200
26097,Mackinac County,Mich.,4849,9697,1490,2980,537,1074,100,200
26099,Macomb County,Mich.,5180,10360,2005,4010,855,1711,407,814
26101,Manistee County,Mich.,4917,9834,1583,3167,507,1014,50,100
26103,Marquette County,Mich.,4400,8800,1645,3290,450,900,100,200
26105,Mason County,Mich.,4917,9834,1583,3167,507,1014,50,100
26107,Mecosta County,Mich.,5602,11204,1598,3196,475,950,50,100
26109,Menominee County,Mich.,3907,7814,1600,3200,471,943,100,200
26111,Midland County,Mich.,5527,11053,1690,3380,625,1250,50,100
26113,Missaukee County,Mich.,4917,9834,1583,3167,507,1014,50,100
26115,Monroe County,Mich.,5026,10052,1747,3494,745,1489,275,550
26117,Montcalm County,Mich.,5407,10815,1702,3404,507,1015,213,425
26119,Montmorency County,Mich.,4857,9714,1510,3019,563,1125,300,600
26121,Muskegon County,Mich.,5032,10064,1600,3200,507,1014,50,100
26123,Newaygo County,Mich.,5602,11204,1598,3196,475,950,50,100
26125,Oakland County,Mich.,5180,10360,2005,4010,855,1711,407,814
26127,Oceana County,Mich.,5032,10064,1600,3200,507,1014,50,100
26129,Ogemaw County,Mich.,4871,9743,1598,3196,681,1363,300,600
26131,Ontonagon County,Mich.,3907,7814,1600,3200,471,943,100,200
26133,Osceola County,Mich.,4917,9834,1583,3167,507,1014,50,100
26135,Oscoda County,Mich.,4857,9714,1510,3019,563,1125,300,600
26137,Otsego County,Mich.,4857,9714,1510,3019,563,1125,300,600
26139,Ottawa County,Mich.,5032,10064,1600,3200,507,1014,50,100
26141,Presque Isle County,Mich.,5571,11142,1511,3023,542,1083,300,600
26143,Roscommon County,Mich.,4871,9743,1598,3196,681,1363,300,600
26145,Saginaw County,Mich.,5028,10056,1684,3369,649,1298,200,400
26147,St. Clair County,Mich.,5108,10216,1744,3489,734,1469,275,550
26149,St. Joseph County,Mich.,5602,11204,1598,3196,475,950,50,100
26151,Sanilac County,Mich.,4928,9857,1675,3350,649,1298,200,400
26153,Schoolcraft County,Mich.,3907,7814,1600,3200,471,943,100,200
26155,Shiawassee County,Mich.,4966,9931,1684,3369,531,1063,213,425
26157,Tuscola County,Mich.,4928,9857,1675,3350,649,1298,200,400
26159,Van Buren County,Mich.,5699,11397,1650,3300,477,953,50,100
26161,Washtenaw County,Mich.,5108,10216,1744,3489,734,1469,275,550
26163,Wayne County,Mich.,5189,10377,2013,4027,875,1750,407,814
26165,Wexford County,Mich.,4917,9834,1583,3167,507,1014,50,100
29001,Adair County,Mo.,5500,11000,2729,5457,1167,2333,,
29003,Andrew County,Mo.,5290,10580,3229,6457,1050,2100,,
29005,Atchison County,Mo.,5290,10580,3229,6457,1050,2100,,
29007,Audrain County,Mo.,5433,10867,2927,5855,1000,2000,,
29009,Barry County,Mo.,5500,11000,2713,5425,900,1800,,
29011,Barton County,Mo.,5500,11000,2713,5425,900,1800,,
29013,Bates County,Mo.,5290,10580,3229,6457,1050,2100,,
29015,Benton County,Mo.,5290,10580,3229,6457,1050,2100,,
29017,Bollinger County,Mo.,5433,10867,2927,5855,1000,2000,,
29019,Boone County,Mo.,5555,11109,2977,5954,1000,2000,,
29021,Buchanan County,Mo.,4750,9500,3375,6750,1500,3000,,
29023,Butler County,Mo.,5433,10867,2927,5855,1000,2000,,
29025,Caldwell County,Mo.,5290,10580,3229,6457,1050,2100,,
29027,Callaway County,Mo.,5433,10867,2927,5855,1000,2000,,
29029,Camden County,Mo.,5433,10867,2927,5855,1000,2000,,
29031,Cape Girardeau County,Mo.,5433,10867,2927,5855,1000,2000,,
29033,Carroll County,Mo.,5290,10580,3229,6457,1050,2100,,
29035,Carter County,Mo.,5500,11000,2729,5457,1167,2333,,
29037,Cass County,Mo.,5308,10617,3400,6800,1533,3067,1000,2000
29039,Cedar County,Mo.,5500,11000,2713,5425,900,1800,,
29041,Chariton County,Mo.,5433,10867,2927,5855,1000,2000,,
29043,Christian County,Mo.,5500,11000,2713,5425,900,1800,,
29045,Clark County,Mo.,5500,11000,2729,5457,1167,2333,,
29047,Clay County,Mo.,5210,10420,3400,6800,1525,3050,1000,2000
29049,Clinton County,Mo.,4750,9500,3375,6750,1500,3000,,
29051,Cole County,Mo.,5433,10867,2927,5855,1000,2000,,
29053,Cooper County,Mo.,5433,10867,2927,5855,1000,2000,,
29055,Crawford County,Mo.,5500,11000,2729,5457,1167,2333,,
29057,Dade County,Mo.,5500,11000,2713,5425,900,1800,,
29059,Dallas County,Mo.,5500,11000,2713,5425,900,1800,,
29061,Daviess County,Mo.,5290,10580,3229,6457,1050,2100,,
29063,DeKalb County,Mo.,5290,10580,3229,6457,1050,2100,,
29065,Dent County,Mo.,5500,11000,2729,5457,1167,2333,,
29067,Douglas County,Mo.,5500,11000,2713,5425,900,1800,,
29069,Dunklin County,Mo.,5433,10867,2927,5855,1000,2000,,
29071,Franklin County,Mo.,5546,11092,2771,5541,833,1667,,
29073,Gasconade County,Mo.,5433,10867,2927,5855,1000,2000,,
29075,Gentry County,Mo.,5290,10580,3229,6457,1050,2100,,
29077,Greene County,Mo.,5600,11200,2922,5844,1300,2600,1000,2000
29079,Grundy County,Mo.,5290,10580,3229,6457,1050,2100,,
29081,Harrison County,Mo.,5290,10580,3229,6457,1050,2100,,
29083,Henry County,Mo.,5290,10580,3229,6457,1050,2100,,
29085,Hickory County,Mo.,5500,11000,2713,5425,900,1800,,
29087,Holt County,Mo.,5290,10580,3229,6457,1050,2100,,
29089,Howard County,Mo.,5433,10867,2927,5855,1000,2000,,
29091,Howell County,Mo.,5500,11000,2729,5457,1167,2333,,
29093,Iron County,Mo.,5500,11000,2729,5457,1167,2333,,
29095,Jackson County,Mo.,5210,10420,3400,6800,1525,3050,1000,2000
29097,Jasper County,Mo.,5600,11200,2922,5844,1300,2600,1000,2000
29099,Jefferson County,Mo.,5546,11092,2771,5541,833,1667,,
29101,Johnson County,Mo.,5290,10580,3229,6457,1050,2100,,
29103,Knox County,Mo.,5500,11000,2729,5457,1167,2333,,
29105,Laclede County,Mo.,5500,11000,2713,5425,900,1800,,
29107,Lafayette County,Mo.,5290,10580,3229,6457,1050,2100,,
29109,Lawrence County,Mo.,5500,11000,2713,5425,900,1800,,
29111,Lewis County,Mo.,5500,11000,2729,5457,1167,2333,,
29113,Lincoln County,Mo.,5500,11000,2500,5000,900,1800,,
29115,Linn County,Mo.,5500,11000,2729,5457,1167,2333,,
29117,Livingston County,Mo.,5290,10580,3229,6457,1050,2100,,
29121,Macon County,Mo.,5500,11000,2729,5457,1167,2333,,
29123,Madison County,Mo.,5433,10867,2927,5855,1000,2000,,
29125,Maries County,Mo.,5433,10867,2927,5855,1000,2000,,
29127,Marion County,Mo.,5500,11000,2729,5457,1167,2333,,
29119,McDonald County,Mo.,5500,11000,2713,5425,900,1800,,
29129,Mercer County,Mo.,5290,10580,3229,6457,1050,2100,,
29131,Miller County,Mo.,5433,10867,2927,5855,1000,2000,,
29133,Mississippi County,Mo.,5433,10867,2927,5855,1000,2000,,
29135,Moniteau County,Mo.,5433,10867,2927,5855,1000,2000,,
29137,Monroe County,Mo.,5433,10867,2927,5855,1000,2000,,
29139,Montgomery County,Mo.,5433,10867,2927,5855,1000,2000,,
29141,Morgan County,Mo.,5433,10867,2927,5855,1000,2000,,
29143,New Madrid County,Mo.,5433,10867,2927,5855,1000,2000,,
29145,Newton County,Mo.,5600,11200,2922,5844,1300,2600,1000,2000
29147,Nodaway County,Mo.,5290,10580,3229,6457,1050,2100,,
29149,Oregon County,Mo.,5500,11000,2729,5457,1167,2333,,
29151,Osage County,Mo.,5433,10867,2927,5855,1000,2000,,
29153,Ozark County,Mo.,5500,11000,2713,5425,900,1800,,
29155,Pemiscot County,Mo.,5433,10867,2927,5855,1000,2000,,
29157,Perry County,Mo.,5433,10867,2927,5855,1000,2000,,
29159,Pettis County,Mo.,5290,10580,3229,6457,1050,2100,,
29161,Phelps County,Mo.,5500,11000,2729,5457,1167,2333,,
29163,Pike County,Mo.,5500,11000,2729,5457,1167,2333,,
29165,Platte County,Mo.,5210,10420,3400,6800,1525,3050,1000,2000
29167,Polk County,Mo.,5500,11000,2713,5425,900,1800,,
29169,Pulaski County,Mo.,5500,11000,2729,5457,1167,2333,,
29171,Putnam County,Mo.,5500,11000,2729,5457,1167,2333,,
29173,Ralls County,Mo.,5500,11000,2729,5457,1167,2333,,
29175,Randolph County,Mo.,5433,10867,2927,5855,1000,2000,,
29177,Ray County,Mo.,5290,10580,3229,6457,1050,2100,,
29179,Reynolds County,Mo.,5500,11000,2729,5457,1167,2333,,
29181,Ripley County,Mo.,5500,11000,2729,5457,1167,2333,,
29183,St. Charles County,Mo.,5620,11240,2821,5642,914,1829,,
29185,St. Clair County,Mo.,5290,10580,3229,6457,1050,2100,,
29187,St. Francois County,Mo.,5500,11000,2500,5000,900,1800,,
29189,St. Louis County,Mo.,5620,11240,2821,5642,914,1829,,
29510,St. Louis city,Mo.,5620,11240,2821,5642,914,1829,,
29186,Ste. Genevieve County,Mo.,5609,11218,2615,5231,983,1967,,
29195,Saline County,Mo.,5290,10580,3229,6457,1050,2100,,
29197,Schuyler County,Mo.,5500,11000,2729,5457,1167,2333,,
29199,Scotland County,Mo.,5500,11000,2729,5457,1167,2333,,
29201,Scott County,Mo.,5433,10867,2927,5855,1000,2000,,
29203,Shannon County,Mo.,5500,11000,2729,5457,1167,2333,,
29205,Shelby County,Mo.,5500,11000,2729,5457,1167,2333,,
29207,Stoddard County,Mo.,5433,10867,2927,5855,1000,2000,,
29209,Stone County,Mo.,5500,11000,2713,5425,900,1800,,
29211,Sullivan County,Mo.,5500,11000,2729,5457,1167,2333,,
29213,Taney County,Mo.,5500,11000,2713,5425,900,1800,,
29215,Texas County,Mo.,5500,11000,2729,5457,1167,2333,,
29217,Vernon County,Mo.,5290,10580,3229,6457,1050,2100,,
29219,Warren County,Mo.,5445,10891,2707,5413,833,1667,,
29221,Washington County,Mo.,5609,11218,2615,5231,983,1967,,
29223,Wayne County,Mo.,5433,10867,2927,5855,1000,2000,,
29225,Webster County,Mo.,5500,11000,2713,5425,900,1800,,
29227,Worth County,Mo.,5290,10580,3229,6457,1050,2100,,
29229,Wright County,Mo.,5500,11000,2713,5425,900,1800,,
28001,Adams County,Miss.,5406,10813,3575,7150,1575,3150,250,500
28003,Alcorn County,Miss.,5406,10813,3575,7150,1575,3150,250,500
28005,Amite County,Miss.,5406,10813,3575,7150,1575,3150,250,500
28007,Attala County,Miss.,5463,10925,3575,7150,1760,3520,250,500
28009,Benton County,Miss.,5355,10711,2810,5620,922,1844,250,500
28011,Bolivar County,Miss.,5463,10925,3575,7150,1760,3520,250,500
28013,Calhoun County,Miss.,5355,10711,2810,5620,922,1844,250,500
28015,Carroll County,Miss.,5463,10925,3575,7150,1760,3520,250,500
28017,Chickasaw County,Miss.,5355,10711,2810,5620,922,1844,250,500
28019,Choctaw County,Miss.,5383,10766,2913,5825,1080,2160,250,500
28021,Claiborne County,Miss.,5355,10711,2810,5620,922,1844,250,500
28023,Clarke County,Miss.,5355,10711,2810,5620,922,1844,250,500
28025,Clay County,Miss.,5355,10711,2810,5620,922,1844,250,500
28027,Coahoma County,Miss.,5355,10711,2810,5620,922,1844,250,500
28029,Copiah County,Miss.,5383,10766,2913,5825,1080,2160,250,500
28031,Covington County,Miss.,5463,10925,3575,7150,1760,3520,250,500
28033,DeSoto County,Miss.,5418,10837,2973,5945,1080,2160,625,1250
28035,Forrest County,Miss.,5383,10766,2913,5825,1080,2160,250,500
28037,Franklin County,Miss.,5406,10813,3575,7150,1575,3150,250,500
28039,George County,Miss.,5375,10750,2250,4500,750,1500,,
28041,Greene County,Miss.,5355,10711,2810,5620,922,1844,250,500
28043,Grenada County,Miss.,5463,10925,3575,7150,1760,3520,250,500
28045,Hancock County,Miss.,5575,11150,3425,6850,2500,5000,,
28047,Harrison County,Miss.,5375,10750,2250,4500,750,1500,,
28049,Hinds County,Miss.,5418,10837,2973,5945,1080,2160,625,1250
28051,Holmes County,Miss.,5463,10925,3575,7150,1760,3520,250,500
28053,Humphreys County,Miss.,5406,10813,3575,7150,1575,3150,250,500
28055,Issaquena County,Miss.,5355,10711,2810,5620,922,1844,250,500
28057,Itawamba County,Miss.,5355,10711,2810,5620,922,1844,250,500
28059,Jackson County,Miss.,5375,10750,2250,4500,750,1500,,
28061,Jasper County,Miss.,5355,10711,2810,5620,922,1844,250,500
28063,Jefferson County,Miss.,5406,10813,3575,7150,1575,3150,250,500
28065,Jefferson Davis County,Miss.,5463,10925,3575,7150,1760,3520,250,500
28067,Jones County,Miss.,5463,10925,3575,7150,1760,3520,250,500
28069,Kemper County,Miss.,5355,10711,2810,5620,922,1844,250,500
28071,Lafayette County,Miss.,5355,10711,2810,5620,922,1844,250,500
28073,Lamar County,Miss.,5383,10766,2913,5825,1080,2160,250,500
28075,Lauderdale County,Miss.,5355,10711,2810,5620,922,1844,250,500
28077,Lawrence County,Miss.,5463,10925,3575,7150,1760,3520,250,500
28079,Leake County,Miss.,5406,10813,3575,7150,1575,3150,250,500
28081,Lee County,Miss.,5355,10711,2810,5620,922,1844,250,500
28083,Leflore County,Miss.,5463,10925,3575,7150,1760,3520,250,500
28085,Lincoln County,Miss.,5463,10925,3575,7150,1760,3520,250,500
28087,Lowndes County,Miss.,5355,10711,2810,5620,922,1844,250,500
28089,Madison County,Miss.,5418,10837,2973,5945,1080,2160,625,1250
28091,Marion County,Miss.,5463,10925,3575,7150,1760,3520,250,500
28093,Marshall County,Miss.,5383,10766,2913,5825,1080,2160,250,500
28095,Monroe County,Miss.,5355,10711,2810,5620,922,1844,250,500
28097,Montgomery County,Miss.,5463,10925,3575,7150,1760,3520,250,500
28099,Neshoba County,Miss.,5355,10711,2810,5620,922,1844,250,500
28101,Newton County,Miss.,5355,10711,2810,5620,922,1844,250,500
28103,Noxubee County,Miss.,5355,10711,2810,5620,922,1844,250,500
28105,Oktibbeha County,Miss.,5355,10711,2810,5620,922,1844,250,500
28107,Panola County,Miss.,5355,10711,2810,5620,922,1844,250,500
28109,Pearl River County,Miss.,5406,10813,3575,7150,1575,3150,250,500
28111,Perry County,Miss.,5355,10711,2810,5620,922,1844,250,500
28113,Pike County,Miss.,5463,10925,3575,7150,1760,3520,250,500
28115,Pontotoc County,Miss.,5355,10711,2810,5620,922,1844,250,500
28117,Prentiss County,Miss.,5355,10711,2810,5620,922,1844,250,500
28119,Quitman County,Miss.,5355,10711,2810,5620,922,1844,250,500
28121,Rankin County,Miss.,5418,10837,2973,5945,1080,2160,625,1250
28123,Scott County,Miss.,5383,10766,2913,5825,1080,2160,250,500
28125,Sharkey County,Miss.,5406,10813,3575,7150,1575,3150,250,500
28127,Simpson County,Miss.,5383,10766,2913,5825,1080,2160,250,500
28129,Smith County,Miss.,5406,10813,3575,7150,1575,3150,250,500
28131,Stone County,Miss.,5375,10750,2250,4500,750,1500,,
28133,Sunflower County,Miss.,5463,10925,3575,7150,1760,3520,250,500
28135,Tallahatchie County,Miss.,5406,10813,3575,7150,1575,3150,250,500
28137,Tate County,Miss.,5383,10766,2913,5825,1080,2160,250,500
28139,Tippah County,Miss.,5355,10711,2810,5620,922,1844,250,500
28141,Tishomingo County,Miss.,5406,10813,3575,7150,1575,3150,250,500
28143,Tunica County,Miss.,5383,10766,2913,5825,1080,2160,250,500
28145,Union County,Miss.,5355,10711,2810,5620,922,1844,250,500
28147,Walthall County,Miss.,5463,10925,3575,7150,1760,3520,250,500
28149,Warren County,Miss.,5383,10766,2913,5825,1080,2160,250,500
28151,Washington County,Miss.,5463,10925,3575,7150,1760,3520,250,500
28153,Wayne County,Miss.,5463,10925,3575,7150,1760,3520,250,500
28155,Webster County,Miss.,5355,10711,2810,5620,922,1844,250,500
28157,Wilkinson County,Miss.,5406,10813,3575,7150,1575,3150,250,500
28159,Winston County,Miss.,5463,10925,3575,7150,1760,3520,250,500
28161,Yalobusha County,Miss.,5404,10808,2913,5825,1209,2418,250,500
28163,Yazoo County,Miss.,5355,10711,2810,5620,922,1844,250,500
30001,Beaverhead County,Mont.,4777,9553,3250,6500,1200,2400,175,350
30003,Big Horn County,Mont.,4777,9553,3250,6500,1200,2400,175,350
30005,Blaine County,Mont.,4777,9553,3250,6500,1200,2400,175,350
30007,Broadwater County,Mont.,4777,9553,3250,6500,1200,2400,175,350
30009,Carbon County,Mont.,4777,9553,3250,6500,1200,2400,175,350
30011,Carter County,Mont.,4777,9553,3250,6500,1200,2400,175,350
30013,Cascade County,Mont.,4777,9553,3250,6500,1200,2400,175,350
30015,Chouteau County,Mont.,4777,9553,3250,6500,1200,2400,175,350
30017,Custer County,Mont.,4777,9553,3250,6500,1200,2400,175,350
30019,Daniels County,Mont.,4777,9553,3250,6500,1200,2400,175,350
30021,Dawson County,Mont.,4777,9553,3250,6500,1200,2400,175,350
30023,Deer Lodge County,Mont.,4777,9553,3250,6500,1200,2400,175,350
30025,Fallon County,Mont.,4777,9553,3250,6500,1200,2400,175,350
30027,Fergus County,Mont.,4777,9553,3250,6500,1200,2400,175,350
30029,Flathead County,Mont.,4777,9553,3250,6500,1200,2400,175,350
30031,Gallatin County,Mont.,4777,9553,3250,6500,1200,2400,175,350
30033,Garfield County,Mont.,4777,9553,3250,6500,1200,2400,175,350
30035,Glacier County,Mont.,4777,9553,3250,6500,1200,2400,175,350
30037,Golden Valley County,Mont.,4777,9553,3250,6500,1200,2400,175,350
30039,Granite County,Mont.,4777,9553,3250,6500,1200,2400,175,350
30041,Hill County,Mont.,4777,9553,3250,6500,1200,2400,175,350
30043,Jefferson County,Mont.,4777,9553,3250,6500,1200,2400,175,350
30045,Judith Basin County,Mont.,4777,9553,3250,6500,1200,2400,175,350
30047,Lake County,Mont.,4777,9553,3250,6500,1200,2400,175,350
30049,Lewis and Clark County,Mont.,4777,9553,3250,6500,1200,2400,175,350
30051,Liberty County,Mont.,4777,9553,3250,6500,1200,2400,175,350
30053,Lincoln County,Mont.,4777,9553,3250,6500,1200,2400,175,350
30055,McCone County,Mont.,4777,9553,3250,6500,1200,2400,175,350
30057,Madison County,Mont.,4777,9553,3250,6500,1200,2400,175,350
30059,Meagher County,Mont.,4777,9553,3250,6500,1200,2400,175,350
