FIPS,c,s,bi,bf,si,sf,gi,gf,pi,pf
01085,Lowndes County,Ala.,5706,11413,3333,6667,980,1960,175,350
01087,Macon County,Ala.,5706,11413,3333,6667,980,1960,175,350
01089,Madison County,Ala.,5825,11650,3514,7029,1233,2467,450,900
01091,Marengo County,Ala.,5706,11413,3333,6667,980,1960,175,350
01093,Marion County,Ala.,5706,11413,3333,6667,980,1960,175,350
01095,Marshall County,Ala.,5706,11413,3333,6667,980,1960,175,350
01097,Mobile County,Ala.,5706,11413,3333,6667,980,1960,175,350
01099,Monroe County,Ala.,5706,11413,3333,6667,980,1960,175,350
01101,Montgomery County,Ala.,5706,11413,3333,6667,980,1960,175,350
01103,Morgan County,Ala.,5706,11413,3333,6667,980,1960,175,350
01105,Perry County,Ala.,5706,11413,3333,6667,980,1960,175,350
01107,Pickens County,Ala.,5706,11413,3333,6667,980,1960,175,350
01109,Pike County,Ala.,5706,11413,3333,6667,980,1960,175,350
01111,Randolph County,Ala.,5706,11413,3333,6667,980,1960,175,350
01113,Russell County,Ala.,5706,11413,3333,6667,980,1960,175,350
01115,St. Clair County,Ala.,5706,11413,3333,6667,980,1960,175,350
01117,Shelby County,Ala.,5825,11650,3514,7029,1233,2467,450,900
01119,Sumter County,Ala.,5706,11413,3333,6667,980,1960,175,350
01121,Talladega County,Ala.,5706,11413,3333,6667,980,1960,175,350
01123,Tallapoosa County,Ala.,5706,11413,3333,6667,980,1960,175,350
01125,Tuscaloosa County,Ala.,5706,11413,3333,6667,980,1960,175,350
01127,Walker County,Ala.,5706,11413,3333,6667,980,1960,175,350
01129,Washington County,Ala.,5706,11413,3333,6667,980,1960,175,350
01131,Wilcox County,Ala.,5706,11413,3333,6667,980,1960,175,350
01133,Winston County,Ala.,5706,11413,3333,6667,980,1960,175,350
05001,Arkansas County,Ark.,5636,11273,2458,4917,1227,2455,,
05003,Ashley County,Ark.,5636,11273,2458,4917,1227,2455,,
05005,Baxter County,Ark.,5636,11273,2458,4917,1227,2455,,
05007,Benton County,Ark.,5636,11273,2458,4917,1227,2455,,
05009,Boone County,Ark.,5636,11273,2458,4917,1227,2455,,
05011,Bradley County,Ark.,5636,11273,2458,4917,1227,2455,,
05013,Calhoun County,Ark.,5636,11273,2458,4917,1227,2455,,
05015,Carroll County,Ark.,5636,11273,2458,4917,1227,2455,,
05017,Chicot County,Ark.,5636,11273,2458,4917,1227,2455,,
05019,Clark County,Ark.,5636,11273,2458,4917,1227,2455,,
05021,Clay County,Ark.,5636,11273,2458,4917,1227,2455,,
05023,Cleburne County,Ark.,5636,11273,2458,4917,1227,2455,,
05025,Cleveland County,Ark.,5636,11273,2458,4917,1227,2455,,
05027,Columbia County,Ark.,5636,11273,2458,4917,1227,2455,,
05029,Conway County,Ark.,5636,11273,2458,4917,1227,2455,,
05031,Craighead County,Ark.,5636,11273,2458,4917,1227,2455,,
05033,Crawford County,Ark.,5636,11273,2458,4917,1227,2455,,
05035,Crittenden County,Ark.,5636,11273,2458,4917,1227,2455,,
05037,Cross County,Ark.,5636,11273,2458,4917,1227,2455,,
05039,Dallas County,Ark.,5636,11273,2458,4917,1227,2455,,
05041,Desha County,Ark.,5636,11273,2458,4917,1227,2455,,
05043,Drew County,Ark.,5636,11273,2458,4917,1227,2455,,
05045,Faulkner County,Ark.,5636,11273,2458,4917,1227,2455,,
05047,Franklin County,Ark.,5636,11273,2458,4917,1227,2455,,
05049,Fulton County,Ark.,5636,11273,2458,4917,1227,2455,,
05051,Garland County,Ark.,5636,11273,2458,4917,1227,2455,,
05053,Grant County,Ark.,5636,11273,2458,4917,1227,2455,,
05055,Greene County,Ark.,5636,11273,2458,4917,1227,2455,,
05057,Hempstead County,Ark.,5636,11273,2458,4917,1227,2455,,
05059,Hot Spring County,Ark.,5636,11273,2458,4917,1227,2455,,
05061,Howard County,Ark.,5636,11273,2458,4917,1227,2455,,
05063,Independence County,Ark.,5636,11273,2458,4917,1227,2455,,
05065,Izard County,Ark.,5636,11273,2458,4917,1227,2455,,
05067,Jackson County,Ark.,5636,11273,2458,4917,1227,2455,,
05069,Jefferson County,Ark.,5636,11273,2458,4917,1227,2455,,
05071,Johnson County,Ark.,5636,11273,2458,4917,1227,2455,,
05073,Lafayette County,Ark.,5636,11273,2458,4917,1227,2455,,
05075,Lawrence County,Ark.,5636,11273,2458,4917,1227,2455,,
05077,Lee County,Ark.,5636,11273,2458,4917,1227,2455,,
05079,Lincoln County,Ark.,5636,11273,2458,4917,1227,2455,,
05081,Little River County,Ark.,5636,11273,2458,4917,1227,2455,,
05083,Logan County,Ark.,5636,11273,2458,4917,1227,2455,,
05085,Lonoke County,Ark.,5636,11273,2458,4917,1227,2455,,
05087,Madison County,Ark.,5636,11273,2458,4917,1227,2455,,
05089,Marion County,Ark.,5636,11273,2458,4917,1227,2455,,
05091,Miller County,Ark.,5636,11273,2458,4917,1227,2455,,
05093,Mississippi County,Ark.,5636,11273,2458,4917,1227,2455,,
05095,Monroe County,Ark.,5636,11273,2458,4917,1227,2455,,
05097,Montgomery County,Ark.,5636,11273,2458,4917,1227,2455,,
05099,Nevada County,Ark.,5636,11273,2458,4917,1227,2455,,
05101,Newton County,Ark.,5636,11273,2458,4917,1227,2455,,
05103,Ouachita County,Ark.,5636,11273,2458,4917,1227,2455,,
05105,Perry County,Ark.,5636,11273,2458,4917,1227,2455,,
05107,Phillips County,Ark.,5636,11273,2458,4917,1227,2455,,
05109,Pike County,Ark.,5636,11273,2458,4917,1227,2455,,
05111,Poinsett County,Ark.,5636,11273,2458,4917,1227,2455,,
05113,Polk County,Ark.,5636,11273,2458,4917,1227,2455,,
05115,Pope County,Ark.,5636,11273,2458,4917,1227,2455,,
05117,Prairie County,Ark.,5636,11273,2458,4917,1227,2455,,
05119,Pulaski County,Ark.,5636,11273,2458,4917,1227,2455,,
05121,Randolph County,Ark.,5636,11273,2458,4917,1227,2455,,
05123,St. Francis County,Ark.,5636,11273,2458,4917,1227,2455,,
05125,Saline County,Ark.,5636,11273,2458,4917,1227,2455,,
05127,Scott County,Ark.,5636,11273,2458,4917,1227,2455,,
05129,Searcy County,Ark.,5636,11273,2458,4917,1227,2455,,
05131,Sebastian County,Ark.,5636,11273,2458,4917,1227,2455,,
05133,Sevier County,Ark.,5636,11273,2458,4917,1227,2455,,
05135,Sharp County,Ark.,5636,11273,2458,4917,1227,2455,,
05137,Stone County,Ark.,5636,11273,2458,4917,1227,2455,,
05139,Union County,Ark.,5636,11273,2458,4917,1227,2455,,
05141,Van Buren County,Ark.,5636,11273,2458,4917,1227,2455,,
05143,Washington County,Ark.,5636,11273,2458,4917,1227,2455,,
05145,White County,Ark.,5636,11273,2458,4917,1227,2455,,
05147,Woodruff County,Ark.,5636,11273,2458,4917,1227,2455,,
05149,Yell County,Ark.,5636,11273,2458,4917,1227,2455,,
04001,Apache County,Ariz.,5703,11406,2623,5245,1288,2576,679,1357
04003,Cochise County,Ariz.,5791,11581,2658,5315,1265,2529,679,1357
04005,Coconino County,Ariz.,5703,11406,2623,5245,1288,2576,679,1357
04007,Gila County,Ariz.,5681,11361,2634,5268,1217,2433,594,1188
04009,Graham County,Ariz.,5791,11581,2658,5315,1265,2529,679,1357
04011,Greenlee County,Ariz.,5791,11581,2658,5315,1265,2529,679,1357
04012,La Paz County,Ariz.,5791,11581,2658,5315,1265,2529,679,1357
04013,Maricopa County,Ariz.,5730,11460,3044,6089,1218,2435,546,1093
04015,Mohave County,Ariz.,5721,11441,2688,5376,1328,2656,656,1313
04017,Navajo County,Ariz.,5703,11406,2623,5245,1288,2576,679,1357
04019,Pima County,Ariz.,5741,11482,2981,5962,1211,2421,550,1100
04021,Pinal County,Ariz.,5650,11300,2770,5540,1114,2229,515,1030
04023,Santa Cruz County,Ariz.,5783,11565,2866,5732,1275,2550,575,1150
04025,Yavapai County,Ariz.,5758,11517,2666,5332,1194,2389,594,1188
04027,Yuma County,Ariz.,5791,11581,2658,5315,1265,2529,679,1357
10001,Kent County,Del.,5942,11883,3143,6286,1280,2560,300,600
10003,New Castle County,Del.,5942,11883,3143,6286,1280,2560,300,600
10005,Sussex County,Del.,5942,11883,3143,6286,1280,2560,300,600
12001,Alachua County,Fla.,5747,11494,4460,8920,560,1120,379,757
12003,Baker County,Fla.,5823,11645,4642,9285,467,933,425,850
12005,Bay County,Fla.,5823,11645,4642,9285,467,933,425,850
12007,Bradford County,Fla.,5747,11494,4460,8920,560,1120,379,757
12009,Brevard County,Fla.,5378,10756,3367,6735,1228,2456,344,688
12011,Broward County,Fla.,5570,11140,3746,7492,747,1494,477,955
12013,Calhoun County,Fla.,5621,11242,4121,8243,700,1400,370,740
12015,Charlotte County,Fla.,5781,11563,4639,9279,757,1514,477,955
12017,Citrus County,Fla.,5823,11645,4642,9285,467,933,425,850
12019,Clay County,Fla.,5823,11645,4642,9285,467,933,425,850
12021,Collier County,Fla.,5823,11645,4642,9285,467,933,425,850
12023,Columbia County,Fla.,5747,11494,4460,8920,560,1120,379,757
12027,DeSoto County,Fla.,5747,11494,4460,8920,560,1120,379,757
12029,Dixie County,Fla.,5747,11494,4460,8920,560,1120,379,757
12031,Duval County,Fla.,5856,11713,4457,8913,600,1200,425,850
12033,Escambia County,Fla.,5856,11713,4457,8913,600,1200,425,850
12035,Flagler County,Fla.,5464,10928,3724,7448,1133,2267,177,353
12037,Franklin County,Fla.,5621,11242,4121,8243,700,1400,370,740
12039,Gadsden County,Fla.,5621,11242,4121,8243,700,1400,370,740
12041,Gilchrist County,Fla.,5747,11494,4460,8920,560,1120,379,757
12043,Glades County,Fla.,5621,11242,4121,8243,700,1400,370,740
12045,Gulf County,Fla.,5747,11494,4460,8920,560,1120,431,863
12047,Hamilton County,Fla.,5621,11242,4121,8243,700,1400,370,740
12049,Hardee County,Fla.,5621,11242,4121,8243,700,1400,370,740
12051,Hendry County,Fla.,5747,11494,4460,8920,560,1120,379,757
12053,Hernando County,Fla.,5777,11554,4056,8111,475,950,425,850
12055,Highlands County,Fla.,5747,11494,4460,8920,560,1120,431,863
12057,Hillsborough County,Fla.,5748,11496,4084,8168,700,1400,477,955
12059,Holmes County,Fla.,5621,11242,4121,8243,700,1400,370,740
12061,Indian River County,Fla.,5383,10766,3180,6361,1165,2329,532,1064
12063,Jackson County,Fla.,5621,11242,4121,8243,700,1400,370,740
12065,Jefferson County,Fla.,5621,11242,4121,8243,700,1400,370,740
12067,Lafayette County,Fla.,5621,11242,4121,8243,700,1400,370,740
12069,Lake County,Fla.,5748,11496,4084,8168,700,1400,477,955
12071,Lee County,Fla.,5708,11415,3817,7633,543,1086,379,757
12073,Leon County,Fla.,5621,11242,4121,8243,700,1400,370,740
12075,Levy County,Fla.,5747,11494,4460,8920,560,1120,379,757
12077,Liberty County,Fla.,5621,11242,4121,8243,700,1400,370,740
12079,Madison County,Fla.,5621,11242,4121,8243,700,1400,370,740
12081,Manatee County,Fla.,5760,11521,3750,7500,650,1300,379,757
12083,Marion County,Fla.,5823,11645,4642,9285,467,933,425,850
12085,Martin County,Fla.,5777,11554,4056,8111,475,950,425,850
12086,Miami-Dade County,Fla.,5630,11261,3778,7556,619,1238,500,1000
12087,Monroe County,Fla.,5725,11450,3390,6780,250,500,400,800
12089,Nassau County,Fla.,5747,11494,4460,8920,560,1120,379,757
12091,Okaloosa County,Fla.,5823,11645,4642,9285,467,933,425,850
12093,Okeechobee County,Fla.,5747,11494,4460,8920,560,1120,379,757
12095,Orange County,Fla.,5748,11496,4084,8168,700,1400,477,955
12097,Osceola County,Fla.,5748,11496,4084,8168,700,1400,477,955
12099,Palm Beach County,Fla.,5570,11140,3746,7492,747,1494,477,955
12101,Pasco County,Fla.,5748,11496,4084,8168,700,1400,477,955
12103,Pinellas County,Fla.,5748,11496,4084,8168,700,1400,477,955
12105,Polk County,Fla.,5748,11496,4084,8168,700,1400,477,955
12107,Putnam County,Fla.,5621,11242,4121,8243,700,1400,370,740
12109,St. Johns County,Fla.,5823,11645,4642,9285,467,933,425,850
12111,St. Lucie County,Fla.,5708,11415,3817,7633,543,1086,379,757
12113,Santa Rosa County,Fla.,5856,11713,4457,8913,600,1200,425,850
12115,Sarasota County,Fla.,5813,11625,3975,7950,578,1156,425,850
12117,Seminole County,Fla.,5528,11056,3926,7852,1147,2294,276,553
12119,Sumter County,Fla.,5777,11554,4056,8111,475,950,425,850
12121,Suwannee County,Fla.,5747,11494,4460,8920,560,1120,379,757
12123,Taylor County,Fla.,5621,11242,4121,8243,700,1400,370,740
12125,Union County,Fla.,5621,11242,4121,8243,700,1400,370,740
12127,Volusia County,Fla.,5549,11098,3721,7442,1229,2459,228,456
12129,Wakulla County,Fla.,5621,11242,4121,8243,700,1400,370,740
12131,Walton County,Fla.,5823,11645,4642,9285,467,933,425,850
12133,Washington County,Fla.,5621,11242,4121,8243,700,1400,370,740
13001,Appling County,Ga.,5302,10604,3062,6123,970,1940,125,250
13003,Atkinson County,Ga.,5158,10315,3027,6055,863,1725,125,250
13005,Bacon County,Ga.,5158,10315,3027,6055,863,1725,125,250
13007,Baker County,Ga.,5302,10604,3062,6123,970,1940,125,250
13009,Baldwin County,Ga.,5158,10315,3027,6055,863,1725,125,250
13011,Banks County,Ga.,5364,10743,2820,5639,1155,2309,417,833
13013,Barrow County,Ga.,5326,10658,2989,5977,986,1971,417,833
13015,Bartow County,Ga.,5271,10553,2715,5431,1086,2171,417,833
13017,Ben Hill County,Ga.,5158,10315,3027,6055,863,1725,125,250
13019,Berrien County,Ga.,5302,10604,3062,6123,970,1940,125,250
13021,Bibb County,Ga.,5452,10903,3169,6339,1356,2713,563,1125
13023,Bleckley County,Ga.,5261,10523,3129,6258,1190,2380,417,833
13025,Brantley County,Ga.,5261,10523,3129,6258,1190,2380,417,833
13027,Brooks County,Ga.,5158,10315,3027,6055,863,1725,125,250
13029,Bryan County,Ga.,5379,10758,3146,6293,1225,2450,417,833
13031,Bulloch County,Ga.,5261,10523,3129,6258,1190,2380,417,833
13033,Burke County,Ga.,5261,10523,3129,6258,1190,2380,417,833
13035,Butts County,Ga.,5264,10529,3193,6387,925,1850,417,833
13037,Calhoun County,Ga.,5158,10315,3027,6055,863,1725,125,250
13039,Camden County,Ga.,5261,10523,3129,6258,1190,2380,417,833
13043,Candler County,Ga.,5261,10523,3129,6258,1190,2380,417,833
13045,Carroll County,Ga.,5271,10553,2715,5431,1086,2171,417,833
13047,Catoosa County,Ga.,5292,10600,2755,5509,1020,2040,125,250
13049,Charlton County,Ga.,5158,10315,3027,6055,863,1725,125,250
13051,Chatham County,Ga.,5445,10889,3243,6487,1407,2814,563,1125
13053,Chattahoochee County,Ga.,5377,10754,3329,6659,988,1975,417,833
13055,Chattooga County,Ga.,5320,10653,2760,5520,1018,2036,125,250
13057,Cherokee County,Ga.,5373,10752,3050,6100,1073,2145,563,1125
13059,Clarke County,Ga.,5321,10641,3335,6670,950,1900,417,833
13061,Clay County,Ga.,5158,10315,3027,6055,863,1725,125,250
13063,Clayton County,Ga.,5264,10529,3193,6387,925,1850,417,833
13065,Clinch County,Ga.,5302,10604,3062,6123,970,1940,125,250
13067,Cobb County,Ga.,5270,10540,2856,5713,1206,2413,667,1333
13069,Coffee County,Ga.,5302,10604,3062,6123,970,1940,125,250
13071,Colquitt County,Ga.,5158,10315,3027,6055,863,1725,125,250
13073,Columbia County,Ga.,5261,10523,3129,6258,1190,2380,417,833
13075,Cook County,Ga.,5158,10315,3027,6055,863,1725,125,250
13077,Coweta County,Ga.,5170,10339,2887,5773,1056,2113,417,833
13079,Crawford County,Ga.,5379,10758,3146,6293,1225,2450,417,833
13081,Crisp County,Ga.,5158,10315,3027,6055,863,1725,125,250
13083,Dade County,Ga.,5292,10600,2755,5509,1020,2040,125,250
13085,Dawson County,Ga.,5371,10752,2817,5634,1194,2388,563,1125
13087,Decatur County,Ga.,5158,10315,3027,6055,863,1725,125,250
13089,DeKalb County,Ga.,5346,10692,3203,6406,1050,2100,563,1125
13091,Dodge County,Ga.,5158,10315,3027,6055,863,1725,125,250
13093,Dooly County,Ga.,5158,10315,3027,6055,863,1725,125,250
13095,Dougherty County,Ga.,5302,10604,3062,6123,970,1940,125,250
13097,Douglas County,Ga.,5173,10345,2725,5450,1025,2050,500,1000
13099,Early County,Ga.,5158,10315,3027,6055,863,1725,125,250
13101,Echols County,Ga.,5302,10604,3062,6123,970,1940,125,250
13103,Effingham County,Ga.,5379,10758,3146,6293,1225,2450,417,833
13105,Elbert County,Ga.,5276,10552,3300,6600,795,1590,125,250
13107,Emanuel County,Ga.,5379,10758,3146,6293,1225,2450,417,833
13109,Evans County,Ga.,5261,10523,3129,6258,1190,2380,417,833
13111,Fannin County,Ga.,5292,10600,2755,5509,1020,2040,125,250
13113,Fayette County,Ga.,5264,10529,3193,6387,925,1850,417,833
13115,Floyd County,Ga.,5381,10775,2817,5635,1142,2283,417,833
13117,Forsyth County,Ga.,5373,10752,3050,6100,1073,2145,563,1125
13119,Franklin County,Ga.,5292,10600,2755,5509,1020,2040,125,250
13121,Fulton County,Ga.,5346,10692,3203,6406,1050,2100,563,1125
13123,Gilmer County,Ga.,5292,10600,2755,5509,1020,2040,125,250
13125,Glascock County,Ga.,5261,10523,3129,6258,1190,2380,417,833
13127,Glynn County,Ga.,5261,10523,3129,6258,1190,2380,417,833
13129,Gordon County,Ga.,5320,10653,2760,5520,1018,2036,125,250
13131,Grady County,Ga.,5158,10315,3027,6055,863,1725,125,250
13133,Greene County,Ga.,5321,10641,3335,6670,950,1900,417,833
13135,Gwinnett County,Ga.,5346,10692,3203,6406,1050,2100,563,1125
13137,Habersham County,Ga.,5292,10600,2755,5509,1020,2040,125,250
13139,Hall County,Ga.,5350,10711,2754,5507,1107,2213,417,833
13141,Hancock County,Ga.,5261,10523,3129,6258,1190,2380,417,833
13143,Haralson County,Ga.,5271,10553,2715,5431,1086,2171,417,833
13145,Harris County,Ga.,5377,10754,3329,6659,988,1975,417,833
13147,Hart County,Ga.,5292,10600,2755,5509,1020,2040,125,250
13149,Heard County,Ga.,5271,10553,2715,5431,1086,2171,417,833
13151,Henry County,Ga.,5264,10529,3193,6387,925,1850,417,833
13153,Houston County,Ga.,5445,10889,3243,6487,1407,2814,563,1125
13155,Irwin County,Ga.,5158,10315,3027,6055,863,1725,125,250
13157,Jackson County,Ga.,5369,10746,3088,6176,1012,2024,417,833
13159,Jasper County,Ga.,5158,10315,3027,6055,863,1725,125,250
13161,Jeff Davis County,Ga.,5158,10315,3027,6055,863,1725,125,250
13163,Jefferson County,Ga.,5261,10523,3129,6258,1190,2380,417,833
13165,Jenkins County,Ga.,5261,10523,3129,6258,1190,2380,417,833
13167,Johnson County,Ga.,5261,10523,3129,6258,1190,2380,417,833
13169,Jones County,Ga.,5379,10758,3146,6293,1225,2450,417,833
13171,Lamar County,Ga.,5170,10339,2887,5773,1056,2113,417,833
13173,Lanier County,Ga.,5302,10604,3062,6123,970,1940,125,250
13175,Laurens County,Ga.,5298,10596,3063,6127,1158,2317,417,833
13177,Lee County,Ga.,5302,10604,3062,6123,970,1940,125,250
13179,Liberty County,Ga.,5379,10758,3146,6293,1225,2450,417,833
13181,Lincoln County,Ga.,5261,10523,3129,6258,1190,2380,417,833
13183,Long County,Ga.,5261,10523,3129,6258,1190,2380,417,833
13185,Lowndes County,Ga.,5302,10604,3062,6123,970,1940,125,250
13187,Lumpkin County,Ga.,5292,10600,2755,5509,1020,2040,125,250
13193,Macon County,Ga.,5158,10315,3027,6055,863,1725,125,250
13195,Madison County,Ga.,5321,10641,3335,6670,950,1900,417,833
13197,Marion County,Ga.,5377,10754,3329,6659,988,1975,417,833
13189,McDuffie County,Ga.,5261,10523,3129,6258,1190,2380,417,833
13191,McIntosh County,Ga.,5261,10523,3129,6258,1190,2380,417,833
13199,Meriwether County,Ga.,5083,10165,2789,5579,850,1700,125,250
13201,Miller County,Ga.,5158,10315,3027,6055,863,1725,125,250
13205,Mitchell County,Ga.,5158,10315,3027,6055,863,1725,125,250
13207,Monroe County,Ga.,5379,10758,3146,6293,1225,2450,417,833
13209,Montgomery County,Ga.,5158,10315,3027,6055,863,1725,125,250
13211,Morgan County,Ga.,5261,10523,3129,6258,1190,2380,417,833
13213,Murray County,Ga.,5292,10600,2755,5509,1020,2040,125,250
13215,Muscogee County,Ga.,5392,10783,3372,6743,1104,2208,563,1125
13217,Newton County,Ga.,5277,10553,2929,5859,1094,2189,417,833
13219,Oconee County,Ga.,5321,10641,3335,6670,950,1900,417,833
13221,Oglethorpe County,Ga.,5261,10523,3129,6258,1190,2380,417,833
13223,Paulding County,Ga.,5173,10345,2725,5450,1025,2050,500,1000
13225,Peach County,Ga.,5445,10889,3243,6487,1407,2814,563,1125
13227,Pickens County,Ga.,5303,10616,2785,5570,1180,2360,563,1125
13229,Pierce County,Ga.,5158,10315,3027,6055,863,1725,125,250
13231,Pike County,Ga.,5083,10165,2789,5579,850,1700,125,250
13233,Polk County,Ga.,5364,10743,2820,5639,1155,2309,417,833
13235,Pulaski County,Ga.,5158,10315,3027,6055,863,1725,125,250
13237,Putnam County,Ga.,5158,10315,3027,6055,863,1725,125,250
13239,Quitman County,Ga.,5158,10315,3027,6055,863,1725,125,250
13241,Rabun County,Ga.,5292,10600,2755,5509,1020,2040,125,250
13243,Randolph County,Ga.,5158,10315,3027,6055,863,1725,125,250
13245,Richmond County,Ga.,5261,10523,3129,6258,1190,2380,417,833
13247,Rockdale County,Ga.,5301,10603,2910,5820,1085,2170,417,833
13249,Schley County,Ga.,5158,10315,3027,6055,863,1725,125,250
13251,Screven County,Ga.,5261,10523,3129,6258,1190,2380,417,833
13253,Seminole County,Ga.,5158,10315,3027,6055,863,1725,125,250
13255,Spalding County,Ga.,5264,10529,3193,6387,925,1850,417,833
13257,Stephens County,Ga.,5292,10600,2755,5509,1020,2040,125,250
13259,Stewart County,Ga.,5379,10758,3146,6293,1225,2450,417,833
13261,Sumter County,Ga.,5302,10604,3062,6123,970,1940,125,250
13263,Talbot County,Ga.,5321,10641,3335,6670,950,1900,417,833
13265,Taliaferro County,Ga.,5261,10523,3129,6258,1190,2380,417,833
13267,Tattnall County,Ga.,5261,10523,3129,6258,1190,2380,417,833
13269,Taylor County,Ga.,5158,10315,3027,6055,863,1725,125,250
13271,Telfair County,Ga.,5158,10315,3027,6055,863,1725,125,250
13273,Terrell County,Ga.,5302,10604,3062,6123,970,1940,125,250
13275,Thomas County,Ga.,5158,10315,3027,6055,863,1725,125,250
13277,Tift County,Ga.,5158,10315,3027,6055,863,1725,125,250
13279,Toombs County,Ga.,5158,10315,3027,6055,863,1725,125,250
13281,Towns County,Ga.,5292,10600,2755,5509,1020,2040,125,250
13283,Treutlen County,Ga.,5158,10315,3027,6055,863,1725,125,250
13285,Troup County,Ga.,5261,10523,3129,6258,1190,2380,417,833
13287,Turner County,Ga.,5158,10315,3027,6055,863,1725,125,250
13289,Twiggs County,Ga.,5395,10790,3085,6171,1193,2386,417,833
13291,Union County,Ga.,5292,10600,2755,5509,1020,2040,125,250
13293,Upson County,Ga.,5158,10315,3027,6055,863,1725,125,250
13295,Walker County,Ga.,5292,10600,2755,5509,1020,2040,125,250
13297,Walton County,Ga.,5281,10563,3158,6315,930,1860,417,833
13299,Ware County,Ga.,5158,10315,3027,6055,863,1725,125,250
13301,Warren County,Ga.,5261,10523,3129,6258,1190,2380,417,833
13303,Washington County,Ga.,5261,10523,3129,6258,1190,2380,417,833
13305,Wayne County,Ga.,5379,10758,3146,6293,1225,2450,417,833
13307,Webster County,Ga.,5261,10523,3129,6258,1190,2380,417,833
13309,Wheeler County,Ga.,5158,10315,3027,6055,863,1725,125,250
13311,White County,Ga.,5292,10600,2755,5509,1020,2040,125,250
13313,Whitfield County,Ga.,5292,10600,2755,5509,1020,2040,125,250
13315,Wilcox County,Ga.,5158,10315,3027,6055,863,1725,125,250
13317,Wilkes County,Ga.,5261,10523,3129,6258,1190,2380,417,833
13319,Wilkinson County,Ga.,5261,10523,3129,6258,1190,2380,417,833
13321,Worth County,Ga.,5302,10604,3062,6123,970,1940,125,250
19001,Adair County,Iowa,5631,11263,2961,5922,1500,3000,,
19003,Adams County,Iowa,5788,11575,3080,6160,1500,3000,,
19005,Allamakee County,Iowa,4715,9430,2940,5880,1900,3800,750,1500
19007,Appanoose County,Iowa,5631,11263,2961,5922,1500,3000,,
19009,Audubon County,Iowa,5631,11263,2961,5922,1500,3000,,
19011,Benton County,Iowa,5710,11420,3014,6027,1488,2975,,
19013,Black Hawk County,Iowa,5710,11420,3014,6027,1488,2975,,
19015,Boone County,Iowa,5710,11420,3014,6027,1488,2975,,
19017,Bremer County,Iowa,5710,11420,3014,6027,1488,2975,,
19019,Buchanan County,Iowa,5867,11733,3129,6257,1475,2950,,
19021,Buena Vista County,Iowa,5788,11575,3080,6160,1500,3000,,
19023,Butler County,Iowa,5788,11575,3080,6160,1500,3000,,
19025,Calhoun County,Iowa,5788,11575,3080,6160,1500,3000,,
19027,Carroll County,Iowa,5631,11263,2961,5922,1500,3000,,
19029,Cass County,Iowa,5788,11575,3080,6160,1500,3000,,
19031,Cedar County,Iowa,5631,11263,2961,5922,1500,3000,,
19033,Cerro Gordo County,Iowa,5631,11263,2961,5922,1500,3000,,
19035,Cherokee County,Iowa,5788,11575,3080,6160,1500,3000,,
19037,Chickasaw County,Iowa,5631,11263,2961,5922,1500,3000,,
19039,Clarke County,Iowa,5788,11575,3080,6160,1500,3000,,
19041,Clay County,Iowa,5568,11136,2832,5665,1500,3000,250,500
19043,Clayton County,Iowa,4932,9864,2904,5807,1722,3444,750,1500
19045,Clinton County,Iowa,5710,11420,3014,6027,1488,2975,,
19047,Crawford County,Iowa,5788,11575,3080,6160,1500,3000,,
19049,Dallas County,Iowa,5763,11525,3050,6100,1478,2956,,
19051,Davis County,Iowa,5631,11263,2961,5922,1500,3000,,
19053,Decatur County,Iowa,5631,11263,2961,5922,1500,3000,,
19055,Delaware County,Iowa,5631,11263,2961,5922,1500,3000,,
19057,Des Moines County,Iowa,5788,11575,3080,6160,1500,3000,,
19059,Dickinson County,Iowa,5621,11243,2838,5677,1500,3000,250,500
19061,Dubuque County,Iowa,5788,11575,3080,6160,1500,3000,,
19063,Emmet County,Iowa,5621,11243,2838,5677,1500,3000,250,500
19065,Fayette County,Iowa,4932,9864,2904,5807,1722,3444,750,1500
19067,Floyd County,Iowa,5631,11263,2961,5922,1500,3000,,
19069,Franklin County,Iowa,5631,11263,2961,5922,1500,3000,,
19071,Fremont County,Iowa,5788,11575,3080,6160,1500,3000,,
19073,Greene County,Iowa,5788,11575,3080,6160,1500,3000,,
19075,Grundy County,Iowa,5788,11575,3080,6160,1500,3000,,
19077,Guthrie County,Iowa,5788,11575,3080,6160,1500,3000,,
19079,Hamilton County,Iowa,5631,11263,2961,5922,1500,3000,,
19081,Hancock County,Iowa,5631,11263,2961,5922,1500,3000,,
19083,Hardin County,Iowa,5631,11263,2961,5922,1500,3000,,
19085,Harrison County,Iowa,5631,11263,2961,5922,1500,3000,,
19087,Henry County,Iowa,5631,11263,2961,5922,1500,3000,,
19089,Howard County,Iowa,4932,9864,2904,5807,1722,3444,750,1500
19091,Humboldt County,Iowa,5788,11575,3080,6160,1500,3000,,
19093,Ida County,Iowa,5867,11733,3129,6257,1475,2950,,
19095,Iowa County,Iowa,5788,11575,3080,6160,1500,3000,,
19097,Jackson County,Iowa,5631,11263,2961,5922,1500,3000,,
19099,Jasper County,Iowa,5710,11420,3014,6027,1488,2975,,
19101,Jefferson County,Iowa,5631,11263,2961,5922,1500,3000,,
19103,Johnson County,Iowa,5631,11263,2961,5922,1500,3000,,
19105,Jones County,Iowa,5631,11263,2961,5922,1500,3000,,
